gRNA	gene	S1	S2	S3
CLASP1_-_122406626.23-P1P2|CLASP1_-_122406649.23-P1P2	CLASP1	   nan	   nan	   nan
CLASP2_+_33759687.23-P1|CLASP2_+_33759703.23-P1	CLASP2	   nan	   nan	   nan
CLASP2_-_33700561.23-P2|CLASP2_+_33700574.23-P2	CLASP2	   nan	   nan	   nan
CLASRP_-_45542349.23-P1P2|CLASRP_-_45542376.23-P1P2	CLASRP	   nan	   nan	   nan
CLCA1_+_86934172.23-P1P2|CLCA1_+_86934885.23-P1P2	CLCA1	   nan	   nan	   nan
CLCA2_-_86889917.23-P1P2|CLCA2_-_86889941.23-P1P2	CLCA2	   nan	   nan	   nan
CLCA4_-_87012818.23-P1P2|CLCA4_-_87012807.23-P1P2	CLCA4	   nan	   nan	   nan
CLCC1_+_109506058.23-P1P2|CLCC1_+_109506061.23-P1P2	CLCC1	   nan	   nan	   nan
CLCF1_+_67141107.23-P1P2|CLCF1_+_67141102.23-P1P2	CLCF1	   nan	   nan	   nan
CLCN1_-_143013251.23-P1P2|CLCN1_-_143013231.23-P1P2	CLCN1	   nan	   nan	   nan
CLCN2_-_184079348.23-P1P2|CLCN2_+_184079122.23-P1P2	CLCN2	   nan	   nan	   nan
CLCN3_+_170541739.23-P1P2|CLCN3_+_170541734.23-P1P2	CLCN3	   nan	   nan	   nan
CLCN4_+_10125061.23-P2|CLCN4_-_10125260.23-P2	CLCN4	   nan	   nan	   nan
CLCN4_-_10126597.23-P1|CLCN4_-_10126582.23-P1	CLCN4	   nan	   nan	   nan
CLCN5_+_49832293.23-ENST00000376108.3|CLCN5_-_49832274.23-ENST00000376108.3	CLCN5	   nan	   nan	   nan
CLCN5_+_49834195.23-ENST00000307367.2|CLCN5_+_49834215.23-ENST00000307367.2	CLCN5	   nan	   nan	   nan
CLCN6_-_11866312.23-P1P2|CLCN6_-_11866315.23-P1P2	CLCN6	   nan	   nan	   nan
CLCN7_+_1525015.23-P1P2|CLCN7_-_1524997.23-P1P2	CLCN7	   nan	   nan	   nan
CLCNKA_+_16355040.23-P1|CLCNKA_+_16355070.23-P1	CLCNKA	   nan	   nan	   nan
CLCNKA_-_16348573.23-P2|CLCNKA_-_16348633.23-P2	CLCNKA	   nan	   nan	   nan
CLCNKB_-_16370547.23-P1P2|CLCNKB_-_16370556.23-P1P2	CLCNKB	   nan	   nan	   nan
CLC_+_40228670.23-P1P2|CLC_+_40228273.23-P1P2	CLC	   nan	   nan	   nan
CLDN10_-_96205019.23-P1P2|CLDN10_-_96205025.23-P1P2	CLDN10	   nan	   nan	   nan
CLDN11_+_170136716.23-P1P2|CLDN11_+_170136722.23-P1P2	CLDN11	   nan	   nan	   nan
CLDN12_-_90032867.23-P1P2|CLDN12_-_90032802.23-P1P2	CLDN12	   nan	   nan	   nan
CLDN14_-_37838456.23-P1|CLDN14_-_37838394.23-P1	CLDN14	   nan	   nan	   nan
CLDN14_-_37915030.23-P2|CLDN14_+_37914861.23-P2	CLDN14	   nan	   nan	   nan
CLDN15_-_100881079.23-P1P2|CLDN15_-_100880704.23-P1P2	CLDN15	   nan	   nan	   nan
CLDN16_+_190106054.23-P1P2|CLDN16_-_190106232.23-P1P2	CLDN16	   nan	   nan	   nan
CLDN17_-_31538853.23-P1P2|CLDN17_+_31539065.23-P1P2	CLDN17	   nan	   nan	   nan
CLDN18_+_137717705.23-P2|CLDN18_+_137717723.23-P2	CLDN18	   nan	   nan	   nan
CLDN18_-_137729026.23-P1|CLDN18_+_137729084.23-P1	CLDN18	   nan	   nan	   nan
CLDN19_-_43205852.23-P1P2|CLDN19_-_43205932.23-P1P2	CLDN19	   nan	   nan	   nan
CLDN1_+_190039849.23-P1P2|CLDN1_-_190039913.23-P1P2	CLDN1	   nan	   nan	   nan
CLDN20_-_155585171.23-P1P2|CLDN20_-_155585000.23-P1P2	CLDN20	   nan	   nan	   nan
CLDN22_+_184241393.23-P1P2|CLDN22_+_184241408.23-P1P2	CLDN22	   nan	   nan	   nan
CLDN23_+_8559498.23-P1P2|CLDN23_-_8559843.23-P1P2	CLDN23	   nan	   nan	   nan
CLDN24_+_184243541.23-ENST00000541814.1|CLDN24_+_184243575.23-ENST00000541814.1	CLDN24	   nan	   nan	   nan
CLDN25_+_113650566.23-ENST00000453129.2|CLDN25_-_113650520.23-ENST00000453129.2	CLDN25	   nan	   nan	   nan
CLDN2_+_106163709.23-P2|CLDN2_+_106163693.23-P2	CLDN2	   nan	   nan	   nan
CLDN2_-_106171353.23-P1|CLDN2_-_106171337.23-P1	CLDN2	   nan	   nan	   nan
CLDN3_-_73184509.23-P1P2|CLDN3_+_73184530.23-P1P2	CLDN3	   nan	   nan	   nan
CLDN4_-_73245360.23-P1P2|CLDN4_+_73245331.23-P1P2	CLDN4	   nan	   nan	   nan
CLDN5_+_19511921.23-P1P2|CLDN5_+_19511839.23-P1P2	CLDN5	   nan	   nan	   nan
CLDN6_+_3068137.23-P1P2|CLDN6_-_3068166.23-P1P2	CLDN6	   nan	   nan	   nan
CLDN7_-_7165777.23-P1P2|CLDN7_-_7165733.23-P1P2	CLDN7	   nan	   nan	   nan
CLDN8_+_31587998.23-P1P2|CLDN8_-_31588365.23-P1P2	CLDN8	   nan	   nan	   nan
CLDN9_-_3062934.23-P1P2|CLDN9_-_3062960.23-P1P2	CLDN9	   nan	   nan	   nan
CLDND1_+_98241742.23-P1P2|CLDND1_+_98241545.23-P1P2	CLDND1	   nan	   nan	   nan
CLDND2_+_51872222.23-P1P2|CLDND2_-_51872229.23-P1P2	CLDND2	   nan	   nan	   nan
CLEC10A_+_6983521.23-P1P2|CLEC10A_-_6983534.23-P1P2	CLEC10A	   nan	   nan	   nan
CLEC11A_-_51226674.23-P1P2|CLEC11A_-_51226694.23-P1P2	CLEC11A	   nan	   nan	   nan
CLEC12A_-_10124044.23-P1P2|CLEC12A_-_10124028.23-P1P2	CLEC12A	   nan	   nan	   nan
CLEC12B_+_10162939.23-P1P2|CLEC12B_-_10163041.23-P1P2	CLEC12B	   nan	   nan	   nan
CLEC14A_+_38725255.23-P1P2|CLEC14A_-_38725235.23-P1P2	CLEC14A	   nan	   nan	   nan
CLEC16A_+_11038488.23-P1P2|CLEC16A_+_11038479.23-P1P2	CLEC16A	   nan	   nan	   nan
CLEC17A_+_14693936.23-P1P2|CLEC17A_+_14693988.23-P1P2	CLEC17A	   nan	   nan	   nan
CLEC18A_+_69985428.23-ENST00000288040.6,ENST00000449317.2|CLEC18A_+_69985142.23-ENST00000288040.6,ENST00000449317.2	CLEC18A	   nan	   nan	   nan
CLEC18A_-_69984928.23-ENST00000393701.2,ENST00000568461.1|CLEC18A_-_69984859.23-ENST00000393701.2,ENST00000568461.1	CLEC18A	   nan	   nan	   nan
CLEC18B_-_74455315.23-P1P2|CLEC18B_-_74455292.23-P1P2	CLEC18B	   nan	   nan	   nan
CLEC18C_+_70207690.23-P1P2|CLEC18C_-_70208167.23-P1P2	CLEC18C	   nan	   nan	   nan
CLEC19A_-_19297144.23-P1P2|CLEC19A_-_19297104.23-P1P2	CLEC19A	   nan	   nan	   nan
CLEC1A_-_10251537.23-P1P2|CLEC1A_+_10251569.23-P1P2	CLEC1A	   nan	   nan	   nan
CLEC1B_+_10151692.23-P1P2|CLEC1B_-_10151650.23-P1P2	CLEC1B	   nan	   nan	   nan
CLEC2A_-_10084929.23-P1P2|CLEC2A_+_10084902.23-P1P2	CLEC2A	   nan	   nan	   nan
CLEC2B_-_10021946.23-P1P2|CLEC2B_+_10021935.23-P1P2	CLEC2B	   nan	   nan	   nan
CLEC2D_-_9822325.23-P1P2|CLEC2D_+_9822386.23-P1P2	CLEC2D	   nan	   nan	   nan
CLEC2L_+_139208854.23-P1P2|CLEC2L_-_139208455.23-P1P2	CLEC2L	   nan	   nan	   nan
CLEC3A_+_78056468.23-P1P2|CLEC3A_-_78056484.23-P1P2	CLEC3A	   nan	   nan	   nan
CLEC3B_-_45067868.23-P1P2|CLEC3B_+_45067835.23-P1P2	CLEC3B	   nan	   nan	   nan
CLEC4A_-_8276699.23-P1P2|CLEC4A_-_8276506.23-P1P2	CLEC4A	   nan	   nan	   nan
CLEC4C_+_7899940.23-P1P2|CLEC4C_+_7899912.23-P1P2	CLEC4C	   nan	   nan	   nan
CLEC4D_-_8666175.23-P1P2|CLEC4D_-_8666124.23-P1P2	CLEC4D	   nan	   nan	   nan
CLEC4E_-_8693491.23-P1P2|CLEC4E_-_8693479.23-P1P2	CLEC4E	   nan	   nan	   nan
CLEC4F_-_71047726.23-P1P2|CLEC4F_-_71047707.23-P1P2	CLEC4F	   nan	   nan	   nan
CLEC4G_-_7796950.23-P1P2|CLEC4G_+_7796699.23-P1P2	CLEC4G	   nan	   nan	   nan
CLEC4M_-_7828176.23-P1P2|CLEC4M_-_7828390.23-P1P2	CLEC4M	   nan	   nan	   nan
CLEC5A_-_141646542.23-P1P2|CLEC5A_+_141646731.23-P1P2	CLEC5A	   nan	   nan	   nan
CLEC6A_+_8608811.23-P1P2|CLEC6A_+_8608675.23-P1P2	CLEC6A	   nan	   nan	   nan
CLEC7A_+_10282736.23-P1P2|CLEC7A_-_10282788.23-P1P2	CLEC7A	   nan	   nan	   nan
CLEC9A_+_10205308.23-P2|CLEC9A_-_10205540.23-P2	CLEC9A	   nan	   nan	   nan
CLEC9A_-_10183584.23-P1|CLEC9A_+_10183274.23-P1	CLEC9A	   nan	   nan	   nan
CLECL1_-_9885750.23-P1P2|CLECL1_+_9885742.23-P1P2	CLECL1	   nan	   nan	   nan
CLGN_+_141348546.23-P1P2|CLGN_-_141348782.23-P1P2	CLGN	   nan	   nan	   nan
CLHC1_+_55459181.23-P1P2|CLHC1_+_55459392.23-P1P2	CLHC1	   nan	   nan	   nan
CLIC1_+_31707519.23-P1P2|CLIC1_+_31707279.23-P1P2	CLIC1	   nan	   nan	   nan
CLIC2_-_154563883.23-P1P2|CLIC2_-_154563867.23-P1P2	CLIC2	   nan	   nan	   nan
CLIC3_+_139890811.23-P1P2|CLIC3_+_139891006.23-P1P2	CLIC3	   nan	   nan	   nan
CLIC4_-_25071958.23-P1P2|CLIC4_-_25071934.23-P1P2	CLIC4	   nan	   nan	   nan
CLIC5_-_45983560.23-P1P2|CLIC5_-_45983580.23-P1P2	CLIC5	   nan	   nan	   nan
CLIC6_+_36041359.23-P1P2|CLIC6_-_36041332.23-P1P2	CLIC6	   nan	   nan	   nan
CLINT1_+_157286046.23-P1P2|CLINT1_+_157286041.23-P1P2	CLINT1	   nan	   nan	   nan
CLIP1_+_122907081.23-P1P2|CLIP1_+_122907143.23-P1P2	CLIP1	   nan	   nan	   nan
CLIP2_+_73704351.23-P1P2|CLIP2_+_73704387.23-P1P2	CLIP2	   nan	   nan	   nan
CLIP3_-_36523538.23-P1P2|CLIP3_-_36523684.23-P1P2	CLIP3	   nan	   nan	   nan
CLIP4_-_29338524.23-P1P2|CLIP4_+_29338463.23-P1P2	CLIP4	   nan	   nan	   nan
CLK1_+_201728988.23-P1P2|CLK1_-_201729161.23-P1P2	CLK1	   nan	   nan	   nan
CLK2_+_155243222.23-P1P2|CLK2_+_155243270.23-P1P2	CLK2	   nan	   nan	   nan
CLK3_+_74890865.23-P2|CLK3_-_74890853.23-P2	CLK3	   nan	   nan	   nan
CLK3_-_74908208.23-P1|CLK3_+_74908403.23-P1	CLK3	   nan	   nan	   nan
CLK4_+_178054052.23-P1P2|CLK4_+_178054000.23-P1P2	CLK4	   nan	   nan	   nan
CLLU1OS_+_92821856.23-ENST00000378487.2,ENST00000538965.1|CLLU1OS_-_92821886.23-ENST00000378487.2,ENST00000538965.1	CLLU1OS	   nan	   nan	   nan
CLLU1_-_92817960.23-ENST00000378485.1|CLLU1_+_92817828.23-ENST00000378485.1	CLLU1	   nan	   nan	   nan
CLMN_-_95786161.23-P1P2|CLMN_-_95785991.23-P1P2	CLMN	   nan	   nan	   nan
CLMP_+_123065912.23-P1P2|CLMP_-_123065906.23-P1P2	CLMP	   nan	   nan	   nan
CLN3_+_28503307.23-P1P2|CLN3_+_28503325.23-P1P2	CLN3	   nan	   nan	   nan
CLN5_-_77566274.23-P1P2|CLN5_-_77566223.23-P1P2	CLN5	   nan	   nan	   nan
CLN6_+_68521995.23-P1P2|CLN6_+_68521998.23-P1P2	CLN6	   nan	   nan	   nan
CLN8_-_1711951.23-P1P2|CLN8_-_1712219.23-P1P2	CLN8	   nan	   nan	   nan
CLNK_-_10686374.23-P1P2|CLNK_-_10686316.23-P1P2	CLNK	   nan	   nan	   nan
CLNS1A_-_77348773.23-P1P2|CLNS1A_-_77348782.23-P1P2	CLNS1A	   nan	   nan	   nan
CLOCK_-_56412950.23-P1P2|CLOCK_-_56412965.23-P1P2	CLOCK	   nan	   nan	   nan
CLP1_+_57425308.23-P1P2|CLP1_-_57425273.23-P1P2	CLP1	   nan	   nan	   nan
CLPB_+_72145356.23-P1P2|CLPB_+_72145538.23-P1P2	CLPB	   nan	   nan	   nan
CLPP_-_6361738.23-P1P2|CLPP_-_6361573.23-P1P2	CLPP	   nan	   nan	   nan
CLPSL1_+_35748857.23-P1|CLPSL1_-_35748831.23-P1	CLPSL1	   nan	   nan	   nan
CLPSL1_+_35754621.23-P2|CLPSL1_+_35754595.23-P2	CLPSL1	   nan	   nan	   nan
CLPSL2_+_35744405.23-P1P2|CLPSL2_+_35744357.23-P1P2	CLPSL2	   nan	   nan	   nan
CLPS_-_35765033.23-P1P2|CLPS_-_35765088.23-P1P2	CLPS	   nan	   nan	   nan
CLPTM1L_+_1345147.23-P1P2|CLPTM1L_+_1345158.23-P1P2	CLPTM1L	   nan	   nan	   nan
CLPTM1_-_45458729.23-P1P2|CLPTM1_+_45458689.23-P1P2	CLPTM1	   nan	   nan	   nan
CLPX_+_65477656.23-P1P2|CLPX_-_65477262.23-P1P2	CLPX	   nan	   nan	   nan
CLRN1_-_150690518.23-P1P2|CLRN1_-_150690433.23-P1P2	CLRN1	   nan	   nan	   nan
CLRN2_+_17516862.23-ENST00000511148.2|CLRN2_+_17516968.23-ENST00000511148.2	CLRN2	   nan	   nan	   nan
CLRN3_+_129691182.23-P1P2|CLRN3_+_129691110.23-P1P2	CLRN3	   nan	   nan	   nan
CLSPN_+_36235482.23-P1P2|CLSPN_+_36235519.23-P1P2	CLSPN	   nan	   nan	   nan
CLSTN1_+_9883976.23-P1P2|CLSTN1_+_9883970.23-P1P2	CLSTN1	   nan	   nan	   nan
CLSTN2_+_139654008.23-P1P2|CLSTN2_-_139654057.23-P1P2	CLSTN2	   nan	   nan	   nan
CLSTN3_+_7283033.23-P1|CLSTN3_+_7283059.23-P1	CLSTN3	   nan	   nan	   nan
CLSTN3_-_7308498.23-P2|CLSTN3_-_7308549.23-P2	CLSTN3	   nan	   nan	   nan
CLTA_+_36190967.23-P1P2|CLTA_+_36190932.23-P1P2	CLTA	   nan	   nan	   nan
CLTB_+_175843309.23-P1P2|CLTB_-_175843465.23-P1P2	CLTB	   nan	   nan	   nan
CLTCL1_-_19279185.23-P1P2|CLTCL1_+_19279213.23-P1P2	CLTCL1	   nan	   nan	   nan
CLTC_+_57697290.23-P1P2|CLTC_+_57697287.23-P1P2	CLTC	   nan	   nan	   nan
CLUAP1_-_3551026.23-P1P2|CLUAP1_+_3550985.23-P1P2	CLUAP1	   nan	   nan	   nan
CLUH_+_2614998.23-P1P2|CLUH_+_2614643.23-P1P2	CLUH	   nan	   nan	   nan
CLUL1_-_597098.23-P1|CLUL1_+_597055.23-P1	CLUL1	   nan	   nan	   nan
CLUL1_-_616742.23-P2|CLUL1_-_616727.23-P2	CLUL1	   nan	   nan	   nan
CLU_+_27469201.23-P2|CLU_-_27469209.23-P2	CLU	   nan	   nan	   nan
CLU_-_27472180.23-P1|CLU_-_27472161.23-P1	CLU	   nan	   nan	   nan
CLVS1_+_62200548.23-P1P2|CLVS1_-_62200618.23-P1P2	CLVS1	   nan	   nan	   nan
CLVS2_+_123317431.23-P1P2|CLVS2_+_123317418.23-P1P2	CLVS2	   nan	   nan	   nan
CLYBL_-_100258976.23-P1P2|CLYBL_-_100258973.23-P1P2	CLYBL	   nan	   nan	   nan
CMA1_-_24977210.23-P1P2|CMA1_+_24977370.23-P1P2	CMA1	   nan	   nan	   nan
CMAS_-_22199218.23-P1P2|CMAS_-_22199189.23-P1P2	CMAS	   nan	   nan	   nan
CMBL_-_10307788.23-P1P2|CMBL_-_10307890.23-P1P2	CMBL	   nan	   nan	   nan
CMC1_-_28283142.23-P1P2|CMC1_-_28283259.23-P1P2	CMC1	   nan	   nan	   nan
CMC2_-_81040415.23-P1P2|CMC2_-_81040043.23-P1P2	CMC2	   nan	   nan	   nan
CMC4_-_154299159.23-P1P2|CMC4_-_154299576.23-P1P2	CMC4	   nan	   nan	   nan
CMIP_-_81478778.23-P1P2|CMIP_+_81478592.23-P1P2	CMIP	   nan	   nan	   nan
CMKLR1_+_108714390.23-P2|CMKLR1_-_108714040.23-P2	CMKLR1	   nan	   nan	   nan
CMKLR1_-_108733025.23-P1|CMKLR1_+_108733080.23-P1	CMKLR1	   nan	   nan	   nan
CMPK1_+_47799589.23-P1P2|CMPK1_+_47799577.23-P1P2	CMPK1	   nan	   nan	   nan
CMPK2_+_7005809.23-P1P2|CMPK2_-_7005796.23-P1P2	CMPK2	   nan	   nan	   nan
CMSS1_-_99536716.23-P1P2|CMSS1_+_99536930.23-P1P2	CMSS1	   nan	   nan	   nan
CMTM1_-_66601093.23-P1P2|CMTM1_-_66601507.23-P1P2	CMTM1	   nan	   nan	   nan
CMTM2_+_66620931.23-P2|CMTM2_+_66620942.23-P2	CMTM2	   nan	   nan	   nan
CMTM2_-_66613435.23-P1|CMTM2_+_66613405.23-P1	CMTM2	   nan	   nan	   nan
CMTM3_-_66638670.23-P1P2|CMTM3_+_66638689.23-P1P2	CMTM3	   nan	   nan	   nan
CMTM4_-_66730649.23-P1P2|CMTM4_-_66730645.23-P1P2	CMTM4	   nan	   nan	   nan
CMTM5_-_23846261.23-P1P2|CMTM5_-_23846285.23-P1P2	CMTM5	   nan	   nan	   nan
CMTM6_+_32544276.23-P1P2|CMTM6_+_32544077.23-P1P2	CMTM6	   nan	   nan	   nan
CMTM7_-_32433441.23-P1P2|CMTM7_-_32433595.23-P1P2	CMTM7	   nan	   nan	   nan
CMTM8_+_32280235.23-P1P2|CMTM8_-_32280251.23-P1P2	CMTM8	   nan	   nan	   nan
CMTR1_-_37401025.23-P1P2|CMTR1_-_37401070.23-P1P2	CMTR1	   nan	   nan	   nan
CMTR2_+_71323114.23-P1P2|CMTR2_-_71323260.23-P1P2	CMTR2	   nan	   nan	   nan
CMYA5_-_78985666.23-P1P2|CMYA5_-_78985733.23-P1P2	CMYA5	   nan	   nan	   nan
CNBD1_+_87878726.23-P1P2|CNBD1_+_87878707.23-P1P2	CNBD1	   nan	   nan	   nan
CNBD2_-_34556548.23-P1P2|CNBD2_-_34556541.23-P1P2	CNBD2	   nan	   nan	   nan
CNBP_-_128902692.23-P1P2|CNBP_+_128902721.23-P1P2	CNBP	   nan	   nan	   nan
CNDP1_-_72202283.23-P1P2|CNDP1_-_72201918.23-P1P2	CNDP1	   nan	   nan	   nan
CNDP2_+_72167173.23-P2|CNDP2_+_72167162.23-P2	CNDP2	   nan	   nan	   nan
CNDP2_-_72163563.23-P1|CNDP2_+_72163684.23-P1	CNDP2	   nan	   nan	   nan
CNEP1R1_+_50059220.23-P1P2|CNEP1R1_-_50059396.23-P1P2	CNEP1R1	   nan	   nan	   nan
CNFN_-_42894380.23-P1P2|CNFN_-_42894430.23-P1P2	CNFN	   nan	   nan	   nan
CNGA1_+_48018650.23-P1P2|CNGA1_-_48018456.23-P1P2	CNGA1	   nan	   nan	   nan
CNGA2_-_150906974.23-ENST00000329903.4|CNGA2_-_150906954.23-ENST00000329903.4	CNGA2	   nan	   nan	   nan
CNGA3_-_98962992.23-P1P2|CNGA3_-_98963398.23-P1P2	CNGA3	   nan	   nan	   nan
CNGA4_+_6260337.23-P1|CNGA4_-_6260397.23-P1	CNGA4	   nan	   nan	   nan
CNGA4_-_6256051.23-P2|CNGA4_+_6256067.23-P2	CNGA4	   nan	   nan	   nan
CNGB1_+_58005006.23-P1P2|CNGB1_+_58004952.23-P1P2	CNGB1	   nan	   nan	   nan
CNGB3_+_87755811.23-P1P2|CNGB3_+_87755879.23-P1P2	CNGB3	   nan	   nan	   nan
CNIH1_-_54908092.23-P1P2|CNIH1_-_54908051.23-P1P2	CNIH1	   nan	   nan	   nan
CNIH2_+_66050172.23-P2|CNIH2_+_66050151.23-P2	CNIH2	   nan	   nan	   nan
CNIH2_-_66045720.23-P1|CNIH2_-_66045713.23-P1	CNIH2	   nan	   nan	   nan
CNIH3_-_224804036.23-P1P2|CNIH3_+_224804004.23-P1P2	CNIH3	   nan	   nan	   nan
CNIH4_-_224544568.23-P1P2|CNIH4_-_224544955.23-P1P2	CNIH4	   nan	   nan	   nan
CNKSR1_-_26504158.23-P1P2|CNKSR1_-_26504071.23-P1P2	CNKSR1	   nan	   nan	   nan
CNKSR2_-_21392604.23-P1P2|CNKSR2_-_21392706.23-P1P2	CNKSR2	   nan	   nan	   nan
CNKSR3_+_154831733.23-P1P2|CNKSR3_+_154831730.23-P1P2	CNKSR3	   nan	   nan	   nan
CNN1_+_11649729.23-P1|CNN1_+_11649720.23-P1	CNN1	   nan	   nan	   nan
CNN1_-_11651996.23-P2|CNN1_-_11651947.23-P2	CNN1	   nan	   nan	   nan
CNN2_+_1026619.23-P1P2|CNN2_+_1026615.23-P1P2	CNN2	   nan	   nan	   nan
CNN3_+_95392646.23-P1P2|CNN3_-_95392626.23-P1P2	CNN3	   nan	   nan	   nan
CNNM1_-_101089150.23-P1P2|CNNM1_+_101089188.23-P1P2	CNNM1	   nan	   nan	   nan
CNNM2_-_104678120.23-P1P2|CNNM2_+_104678074.23-P1P2	CNNM2	   nan	   nan	   nan
CNNM3_-_97482020.23-P1P2|CNNM3_-_97482001.23-P1P2	CNNM3	   nan	   nan	   nan
CNNM4_-_97426878.23-P1P2|CNNM4_-_97426686.23-P1P2	CNNM4	   nan	   nan	   nan
CNOT10_-_32726718.23-P1P2|CNOT10_-_32726684.23-P1P2	CNOT10	   nan	   nan	   nan
CNOT11_-_101869369.23-P1P2|CNOT11_-_101869409.23-P1P2	CNOT11	   nan	   nan	   nan
CNOT1_+_58663696.23-P1P2|CNOT1_-_58663535.23-P1P2	CNOT1	   nan	   nan	   nan
CNOT2_-_70637260.23-P1P2|CNOT2_+_70637651.23-P1P2	CNOT2	   nan	   nan	   nan
CNOT3_+_54641532.23-P1P2|CNOT3_-_54641691.23-P1P2	CNOT3	   nan	   nan	   nan
CNOT4_-_135194801.23-P1P2|CNOT4_-_135194818.23-P1P2	CNOT4	   nan	   nan	   nan
CNOT6L_-_78740440.23-P1P2|CNOT6L_-_78740505.23-P1P2	CNOT6L	   nan	   nan	   nan
CNOT6_-_179921641.23-P1P2|CNOT6_-_179921630.23-P1P2	CNOT6	   nan	   nan	   nan
CNOT7_+_17104350.23-P1P2|CNOT7_+_17104120.23-P1P2	CNOT7	   nan	   nan	   nan
CNOT8_-_154238211.23-P1P2|CNOT8_+_154238249.23-P1P2	CNOT8	   nan	   nan	   nan
CNPPD1_-_220041605.23-P1|CNPPD1_-_220041588.23-P1	CNPPD1	   nan	   nan	   nan
CNPPD1_-_220042802.23-P2|CNPPD1_+_220042841.23-P2	CNPPD1	   nan	   nan	   nan
CNPY1_-_155326514.23-P1P2|CNPY1_+_155326524.23-P1P2	CNPY1	   nan	   nan	   nan
CNPY2_+_56709800.23-P1P2|CNPY2_+_56709782.23-P1P2	CNPY2	   nan	   nan	   nan
CNPY3_+_42897272.23-P1P2|CNPY3_-_42897226.23-P1P2	CNPY3	   nan	   nan	   nan
CNPY4_-_99717305.23-P1P2|CNPY4_+_99717308.23-P1P2	CNPY4	   nan	   nan	   nan
CNP_+_40118810.23-P1P2|CNP_+_40118890.23-P1P2	CNP	   nan	   nan	   nan
CNR1_+_88876040.23-P1P2|CNR1_-_88875699.23-P1P2	CNR1	   nan	   nan	   nan
CNR2_+_24239827.23-P1P2|CNR2_+_24239806.23-P1P2	CNR2	   nan	   nan	   nan
CNRIP1_+_68546263.23-P1P2|CNRIP1_-_68547039.23-P1P2	CNRIP1	   nan	   nan	   nan
CNST_-_246729798.23-P1P2|CNST_-_246729813.23-P1P2	CNST	   nan	   nan	   nan
CNTD1_+_40950813.23-P1P2|CNTD1_-_40951000.23-P1P2	CNTD1	   nan	   nan	   nan
CNTD2_+_40730804.23-P2|CNTD2_+_40730623.23-P2	CNTD2	   nan	   nan	   nan
CNTD2_+_40732551.23-P1|CNTD2_+_40732529.23-P1	CNTD2	   nan	   nan	   nan
CNTFR_+_34589713.23-P1P2|CNTFR_+_34589456.23-P1P2	CNTFR	   nan	   nan	   nan
CNTF_+_58390187.23-P1P2|CNTF_+_58390260.23-P1P2	CNTF	   nan	   nan	   nan
CNTLN_+_17135087.23-P1P2|CNTLN_-_17135066.23-P1P2	CNTLN	   nan	   nan	   nan
CNTN1_-_41086269.23-P1P2|CNTN1_-_41086280.23-P1P2	CNTN1	   nan	   nan	   nan
CNTN2_-_205012401.23-P1P2|CNTN2_-_205012424.23-P1P2	CNTN2	   nan	   nan	   nan
CNTN3_-_74570253.23-ENST00000263665.6|CNTN3_-_74570195.23-ENST00000263665.6	CNTN3	   nan	   nan	   nan
CNTN4_+_2140620.23-P1P2|CNTN4_-_2140674.23-P1P2	CNTN4	   nan	   nan	   nan
CNTN5_-_98891757.23-P1P2|CNTN5_-_98891787.23-P1P2	CNTN5	   nan	   nan	   nan
CNTN6_+_1134522.23-P1P2|CNTN6_+_1134364.23-P1P2	CNTN6	   nan	   nan	   nan
CNTNAP1_-_40834555.23-P1P2|CNTNAP1_-_40834821.23-P1P2	CNTNAP1	   nan	   nan	   nan
CNTNAP2_-_145813908.23-P1P2|CNTNAP2_+_145813901.23-P1P2	CNTNAP2	   nan	   nan	   nan
CNTNAP4_-_76311426.23-P1P2|CNTNAP4_+_76311521.23-P1P2	CNTNAP4	   nan	   nan	   nan
CNTNAP5_+_124782902.23-P1P2|CNTNAP5_-_124782897.23-P1P2	CNTNAP5	   nan	   nan	   nan
CNTRL_+_123837287.23-P1P2|CNTRL_+_123837298.23-P1P2	CNTRL	   nan	   nan	   nan
CNTROB_-_7835514.23-P1P2|CNTROB_+_7835608.23-P1P2	CNTROB	   nan	   nan	   nan
COA1_-_43769094.23-P1P2|COA1_-_43769078.23-P1P2	COA1	   nan	   nan	   nan
COA3_+_40950668.23-P1P2|COA3_+_40950695.23-P1P2	COA3	   nan	   nan	   nan
COA4_-_73587847.23-P1P2|COA4_+_73587836.23-P1P2	COA4	   nan	   nan	   nan
COA5_+_99224923.23-P1P2|COA5_+_99224908.23-P1P2	COA5	   nan	   nan	   nan
COA6_+_234509349.23-P1P2|COA6_+_234509479.23-P1P2	COA6	   nan	   nan	   nan
COASY_-_40714203.23-P1P2|COASY_+_40714195.23-P1P2	COASY	   nan	   nan	   nan
COBLL1_+_165698304.23-P1P2|COBLL1_+_165698247.23-P1P2	COBLL1	   nan	   nan	   nan
COBL_+_51384431.23-P1P2|COBL_-_51384471.23-P1P2	COBL	   nan	   nan	   nan
COCH_-_31343802.23-P1P2|COCH_-_31343797.23-P1P2	COCH	   nan	   nan	   nan
COG1_+_71189215.23-P1P2|COG1_-_71189243.23-P1P2	COG1	   nan	   nan	   nan
COG2_+_230778253.23-P1P2|COG2_+_230778278.23-P1P2	COG2	   nan	   nan	   nan
COG3_+_46039129.23-P1P2|COG3_-_46039318.23-P1P2	COG3	   nan	   nan	   nan
