sgrna	X1	X2
FUBP1_+_78444713.23-P1P2|FUBP1_+_78444710.23-P1P2	1.000000e+00	1.485658e+00
NSUN3_+_93781908.23-P1P2|NSUN3_+_93781871.23-P1P2	1.000000e+00	1.490389e+00
UBE2C_+_44441320.23-P1P2|UBE2C_-_44441720.23-P1P2	1.000000e+00	1.503831e+00
PHC3_-_169899274.23-P1P2|PHC3_-_169899137.23-P1P2	1.000000e+00	1.337025e+00
SLC4A1AP_-_27886833.23-P1P2|SLC4A1AP_-_27886784.23-P1P2	1.000000e+00	1.321622e+00
MOG_-_29624930.23-P1P2|MOG_+_29624931.23-P1P2	1.000000e+00	1.349587e+00
MRPL35_+_86426814.23-P1P2|MRPL35_-_86426601.23-P1P2	1.000000e+00	2.080351e+00
PTGIS_+_48184439.23-P1P2|PTGIS_-_48184590.23-P1P2	1.000000e+00	1.332186e+00
UBQLN4_+_156023323.23-P1P2|UBQLN4_+_156023201.23-P1P2	1.000000e+00	2.263115e+00
KCNG1_+_49639619.23-P1P2|KCNG1_+_49639583.23-P1P2	1.000000e+00	1.401788e+00
MUM1_+_1355064.23-P1P2|MUM1_+_1355218.23-P1P2	1.000000e+00	2.161980e+00
KDELR1_-_48894775.23-P1P2|KDELR1_+_48894743.23-P1P2	1.000000e+00	2.047191e+00
NAP1L4_+_3013511.23-P1P2|NAP1L4_-_3013507.23-P1P2	1.000000e+00	1.842656e+00
B4GALT5_-_48330046.23-P1P2|B4GALT5_-_48330421.23-P1P2	1.000000e+00	1.496885e+00
MRPS12_+_39421616.23-P1P2|MRPS12_+_39421621.23-P1P2	1.000000e+00	1.399907e+00
CHD2_+_93443780.23-P1|CHD2_+_93443587.23-P1	3.813307e-01	7.175769e-01
CHD2_-_93426037.23-P2|CHD2_-_93426311.23-P2	1.618669e+00	3.128435e+00
SRSF6_+_42086965.23-P1|SRSF6_-_42086572.23-P1	1.342285e+00	1.993092e+00
SRSF6_-_42090460.23-P2|SRSF6_-_42090114.23-P2	6.577148e-01	9.423392e-01
OR2T4_-_248524983.23-ENST00000366475.1|OR2T4_+_248524970.23-ENST00000366475.1	1.000000e+00	1.691677e+00
NEUROD2_-_37763998.23-P1P2|NEUROD2_-_37764227.23-P1P2	1.000000e+00	2.229145e+00
AMDHD1_+_96337113.23-P1P2|AMDHD1_-_96337132.23-P1P2	1.000000e+00	1.347384e+00
BRD1_-_50221481.23-P1P2|BRD1_+_50221054.23-P1P2	1.000000e+00	1.329777e+00
SF3A1_+_30752830.23-P1|SF3A1_-_30752688.23-P1	7.336833e-01	1.423984e+00
SF3A1_-_30736749.23-P2|SF3A1_-_30736509.23-P2	1.266317e+00	2.009284e+00
FJX1_-_35640407.23-P1P2|FJX1_-_35640344.23-P1P2	1.000000e+00	1.214635e+00
TRAF4_+_27071055.23-P1P2|TRAF4_-_27071082.23-P1P2	1.000000e+00	1.212821e+00
GMFB_+_54955673.23-P1P2|GMFB_+_54955714.23-P1P2	1.000000e+00	1.400744e+00
C10orf11_-_77542537.23-ENST00000372499.1|C10orf11_-_77542586.23-ENST00000372499.1	1.000000e+00	1.717314e+00
NOL10_-_10830055.23-P1P2|NOL10_+_10830023.23-P1P2	1.000000e+00	1.849200e+00
SEC11A_-_85259362.23-P1P2|SEC11A_-_85259343.23-P1P2	1.000000e+00	1.635878e+00
TRADD_+_67193783.23-P1P2|TRADD_+_67193758.23-P1P2	1.000000e+00	1.475241e+00
ZYG11B_-_53192205.23-P1P2|ZYG11B_+_53192439.23-P1P2	1.000000e+00	1.535915e+00
CTR9_+_10772865.23-P1P2|CTR9_+_10772881.23-P1P2	1.000000e+00	1.804853e+00
ATXN7L3_+_42277462.23-P1P2|ATXN7L3_-_42277461.23-P1P2	1.000000e+00	1.355279e+00
SPATA18_-_52917727.23-P1P2|SPATA18_-_52917645.23-P1P2	1.000000e+00	1.478608e+00
SYT16_-_62462549.23-ENST00000430451.2|SYT16_-_62462565.23-ENST00000430451.2	1.000000e+00	1.522598e+00
EPN1_+_56186684.23-P1P2|EPN1_-_56186656.23-P1P2	1.000000e+00	1.426811e+00
EXOSC7_-_45017818.23-P1P2|EXOSC7_-_45017841.23-P1P2	1.000000e+00	2.027200e+00
GNG4_+_235813788.23-P1P2|GNG4_-_235813949.23-P1P2	1.000000e+00	1.550935e+00
ZBTB38_-_141087350.23-P2|ZBTB38_+_141087420.23-P2	5.031129e-01	5.751722e-01
ZBTB38_-_141121233.23-P1|ZBTB38_-_141121249.23-P1	1.496887e+00	2.686709e+00
KRR1_+_75905342.23-P1P2|KRR1_+_75904938.23-P1P2	1.000000e+00	2.060533e+00
COX18_+_73935406.23-P1P2|COX18_-_73935423.23-P1P2	1.000000e+00	1.634758e+00
CPLX2_+_175223777.23-P2|CPLX2_-_175223787.23-P2	1.793679e+00	3.661218e+00
CPLX2_+_175298651.23-P1|CPLX2_-_175298623.23-P1	2.063214e-01	2.181652e-01
ZNHIT3_+_34842541.23-P1P2|ZNHIT3_-_34842510.23-P1P2	1.000000e+00	2.136175e+00
ZNF259_+_116658668.23-P1P2|ZNF259_-_116658732.23-P1P2	1.000000e+00	1.635857e+00
TOP1MT_+_144416976.23-P1P2|TOP1MT_+_144417016.23-P1P2	1.000000e+00	1.694878e+00
TIMM21_-_71815966.23-P1P2|TIMM21_-_71815718.23-P1P2	1.000000e+00	1.608172e+00
SETDB1_+_150898858.23-P1P2|SETDB1_-_150898815.23-P1P2	1.000000e+00	1.340576e+00
PIK3AP1_+_98460548.23-P2|PIK3AP1_+_98460599.23-P2	3.493818e-01	3.957175e-01
PIK3AP1_-_98479840.23-P1|PIK3AP1_-_98480041.23-P1	1.650618e+00	3.040890e+00
TFB1M_-_155635570.23-P1P2|TFB1M_+_155635595.23-P1P2	1.000000e+00	1.349770e+00
TBC1D25_-_48398104.23-P1P2|TBC1D25_-_48398139.23-P1P2	1.000000e+00	1.506135e+00
POLI_-_51796012.23-P1P2|POLI_-_51795943.23-P1P2	1.000000e+00	1.658636e+00
LAMA4_+_112575717.23-P1P2|LAMA4_+_112575722.23-P1P2	1.000000e+00	1.725912e+00
CDC42BPB_-_103523842.23-P1P2|CDC42BPB_+_103523826.23-P1P2	1.000000e+00	1.591145e+00
SAE1_-_47634169.23-P1P2|SAE1_-_47634161.23-P1P2	1.000000e+00	2.119892e+00
KRTAP10-3_-_45978684.23-P1P2|KRTAP10-3_-_45978695.23-P1P2	1.000000e+00	1.390130e+00
C1orf52_+_85725306.23-P1P2|C1orf52_+_85725312.23-P1P2	1.000000e+00	1.223700e+00
ACAA1_-_38178575.23-P1P2|ACAA1_+_38178488.23-P1P2	1.000000e+00	1.306486e+00
RILPL1_+_124018223.23-P1P2|RILPL1_+_124018084.23-P1P2	1.000000e+00	1.228872e+00
C2orf70_+_26785523.23-P1P2|C2orf70_-_26785864.23-P1P2	1.000000e+00	1.751025e+00
BTLA_-_112218302.23-P1P2|BTLA_-_112217925.23-P1P2	1.000000e+00	1.625339e+00
NECAB2_+_84002313.23-P1P2|NECAB2_-_84002368.23-P1P2	1.000000e+00	1.267526e+00
ZGLP1_+_10416279.23-P1P2|ZGLP1_-_10416322.23-P1P2	1.000000e+00	1.451602e+00
PPA1_+_71993121.23-P1P2|PPA1_+_71993075.23-P1P2	1.000000e+00	1.353711e+00
MXRA8_+_1293600.23-P1P2|MXRA8_+_1293897.23-P1P2	1.000000e+00	2.187478e+00
ATHL1_-_289141.23-P1P2|ATHL1_+_289204.23-P1P2	1.000000e+00	1.222775e+00
CD302_-_160654675.23-P1P2|CD302_-_160654690.23-P1P2	1.000000e+00	1.957151e+00
COA5_+_99224923.23-P1P2|COA5_+_99224908.23-P1P2	1.000000e+00	1.443467e+00
ZNF121_+_9695141.23-P1P2|ZNF121_-_9695125.23-P1P2	1.000000e+00	1.873330e+00
GHRL_+_10334557.23-P1P2|GHRL_-_10334547.23-P1P2	1.000000e+00	2.074872e+00
REEP5_-_112257962.23-P1P2|REEP5_-_112257942.23-P1P2	1.000000e+00	2.161676e+00
SPATC1_+_145086645.23-P1P2|SPATC1_-_145086656.23-P1P2	1.000000e+00	1.381362e+00
HCN2_+_589972.23-P1P2|HCN2_+_590106.23-P1P2	1.000000e+00	1.234630e+00
SLC24A1_+_65903728.23-P1|SLC24A1_+_65903790.23-P1	1.349501e+00	2.164451e+00
SLC24A1_-_65914320.23-P2|SLC24A1_-_65914309.23-P2	6.504989e-01	7.907301e-01
PSPC1_-_20357032.23-P1P2|PSPC1_+_20357044.23-P1P2	1.000000e+00	1.327919e+00
UBTD2_+_171710752.23-P1P2|UBTD2_-_171710770.23-P1P2	1.000000e+00	1.210073e+00
C3orf72_+_138666163.23-P1P2|C3orf72_+_138666138.23-P1P2	1.000000e+00	1.521817e+00
GTPBP10_+_89976024.23-P1P2|GTPBP10_+_89976053.23-P1P2	1.000000e+00	1.395122e+00
WDPCP_-_63815339.23-P1P2|WDPCP_+_63815311.23-P1P2	1.000000e+00	2.314550e+00
NPC2_+_74960017.23-P1P2|NPC2_-_74959981.23-P1P2	1.000000e+00	2.237468e+00
ASRGL1_+_62105004.23-P1P2|ASRGL1_-_62104973.23-P1P2	1.000000e+00	1.309743e+00
RPA4_+_96139247.23-P1P2|RPA4_+_96139276.23-P1P2	1.000000e+00	1.365087e+00
ZNF571_-_38085628.23-P1P2|ZNF571_-_38085616.23-P1P2	1.000000e+00	2.104212e+00
SRFBP1_-_121297703.23-P1P2|SRFBP1_+_121297913.23-P1P2	1.000000e+00	1.790944e+00
CCNE1_-_30303384.23-P1P2|CCNE1_-_30302934.23-P1P2	1.000000e+00	1.539979e+00
TAF5L_-_229761813.23-P1P2|TAF5L_+_229761795.23-P1P2	1.000000e+00	1.937285e+00
PLXNA2_+_208417183.23-P1P2|PLXNA2_-_208417275.23-P1P2	1.000000e+00	1.626121e+00
CCDC64_-_120428002.23-ENST00000397558.2|CCDC64_+_120427959.23-ENST00000397558.2	1.000000e+00	1.654994e+00
ARHGAP31_+_119013334.23-P1P2|ARHGAP31_-_119013294.23-P1P2	1.000000e+00	1.606173e+00
DNAJC30_-_73097713.23-P1P2|DNAJC30_+_73097726.23-P1P2	1.000000e+00	1.336906e+00
VPS33A_+_122750974.23-P1P2|VPS33A_+_122750997.23-P1P2	1.000000e+00	1.548049e+00
CDCA2_-_25316823.23-P1P2|CDCA2_-_25316790.23-P1P2	1.000000e+00	1.628131e+00
BEND7_+_13570778.23-P1P2|BEND7_-_13570963.23-P1P2	1.000000e+00	1.236135e+00
OR2L8_+_248112135.23-ENST00000357191.3|OR2L8_+_248112213.23-ENST00000357191.3	1.000000e+00	1.612872e+00
SPG21_+_65282228.23-P1P2|SPG21_-_65282202.23-P1P2	1.000000e+00	1.542416e+00
ATP6V0B_+_44440710.23-P1P2|ATP6V0B_-_44440640.23-P1P2	1.000000e+00	1.407026e+00
SOX18_-_62680978.23-P1P2|SOX18_-_62680990.23-P1P2	1.000000e+00	1.576849e+00
ATP6V1C2_+_10861821.23-P1P2|ATP6V1C2_-_10862143.23-P1P2	1.000000e+00	1.243509e+00
MRPL52_-_23299346.23-P1P2|MRPL52_-_23299296.23-P1P2	1.000000e+00	2.241344e+00
TAF5_-_105127776.23-P1P2|TAF5_+_105127794.23-P1P2	1.000000e+00	2.352622e+00
ERMARD_-_170151764.23-P1P2|ERMARD_-_170151808.23-P1P2	1.000000e+00	1.434813e+00
ATF7IP2_-_10480285.23-P1P2|ATF7IP2_+_10480166.23-P1P2	1.000000e+00	1.553889e+00
TMEM252_+_71155737.23-P1P2|TMEM252_+_71155419.23-P1P2	1.000000e+00	1.594959e+00
CHST14_+_40763266.23-P1P2|CHST14_+_40763251.23-P1P2	1.000000e+00	2.121045e+00
OSBP2_-_31090700.23-ENST00000332585.6,ENST00000446658.2|OSBP2_+_31090855.23-ENST00000332585.6,ENST00000446658.2	1.000000e+00	1.347451e+00
MYCN_+_16080720.23-P1|MYCN_-_16080870.23-P1	9.103826e-01	1.875067e+00
MYCN_-_16082324.23-P2|MYCN_+_16081937.23-P2	1.089617e+00	1.578114e+00
ECHDC1_+_127663983.23-P1P2|ECHDC1_+_127663863.23-P1P2	1.000000e+00	1.551596e+00
SMC1B_-_45809096.23-P1P2|SMC1B_-_45809130.23-P1P2	1.000000e+00	2.020742e+00
TMEM154_-_153601065.23-P1P2|TMEM154_-_153601053.23-P1P2	1.000000e+00	1.548568e+00
ZSCAN10_-_3149213.23-P1P2|ZSCAN10_+_3149055.23-P1P2	1.000000e+00	1.442964e+00
ALPK2_+_56296241.23-ENST00000361673.3|ALPK2_-_56296111.23-ENST00000361673.3	1.000000e+00	1.578222e+00
ACPL2_-_140950647.23-P1P2|ACPL2_+_140950963.23-P1P2	1.000000e+00	1.458011e+00
OR4K15_+_20443735.23-ENST00000305051.5|OR4K15_-_20443631.23-ENST00000305051.5	1.000000e+00	1.658205e+00
AKAP17A_+_1710540.23-P1P2|AKAP17A_-_1710549.23-P1P2	1.000000e+00	1.228700e+00
TGFBR3L_+_7981481.23-P1P2|TGFBR3L_-_7981442.23-P1P2	1.000000e+00	1.667247e+00
LEPRE1_+_43232635.23-P1P2|LEPRE1_+_43232654.23-P1P2	1.000000e+00	1.519035e+00
ZCCHC4_+_25314634.23-P1P2|ZCCHC4_+_25314650.23-P1P2	1.000000e+00	1.846806e+00
ZKSCAN5_+_99102931.23-P1P2|ZKSCAN5_+_99102994.23-P1P2	1.000000e+00	1.550185e+00
ZNF629_-_30798451.23-P1P2|ZNF629_+_30798277.23-P1P2	1.000000e+00	1.244188e+00
CRYGD_-_208989162.23-P1P2|CRYGD_-_208988841.23-P1P2	1.000000e+00	1.918570e+00
HADH_+_108911047.23-P1P2|HADH_+_108911030.23-P1P2	1.000000e+00	1.420727e+00
SKA1_-_47901441.23-P1P2|SKA1_+_47901483.23-P1P2	1.000000e+00	1.620404e+00
PDE11A_+_178937459.23-P1P2|PDE11A_+_178937442.23-P1P2	1.000000e+00	2.326185e+00
SCO1_-_10600802.23-P1P2|SCO1_+_10600798.23-P1P2	1.000000e+00	1.347038e+00
NELFB_+_140150090.23-P1P2|NELFB_-_140149841.23-P1P2	1.000000e+00	1.815705e+00
SP2_-_45973616.23-P1P2|SP2_-_45973659.23-P1P2	1.000000e+00	1.601326e+00
GTF2E2_-_30515502.23-P1P2|GTF2E2_+_30515555.23-P1P2	1.000000e+00	1.835840e+00
AKT3_-_244013539.23-P1P2|AKT3_-_244013349.23-P1P2	1.000000e+00	1.522511e+00
DOCK3_-_50712712.23-P1P2|DOCK3_+_50712641.23-P1P2	1.000000e+00	1.404208e+00
SLC19A2_+_169455154.23-P1P2|SLC19A2_+_169455167.23-P1P2	1.000000e+00	1.617679e+00
TPR_-_186344344.23-P1P2|TPR_-_186344310.23-P1P2	1.000000e+00	1.528948e+00
GABPB1_-_50646899.23-P1P2|GABPB1_-_50647212.23-P1P2	1.000000e+00	2.251195e+00
SDPR_-_192711776.23-P1P2|SDPR_-_192711792.23-P1P2	1.000000e+00	1.345285e+00
NPM1_-_170814669.23-P1P2|NPM1_-_170814840.23-P1P2	1.000000e+00	1.972586e+00
DNAJB6_+_157129823.23-P1P2|DNAJB6_-_157129945.23-P1P2	1.000000e+00	1.402604e+00
TMEM116_-_112450964.23-P1P2|TMEM116_-_112450896.23-P1P2	1.000000e+00	1.473012e+00
C11orf87_+_109292961.23-P1P2|C11orf87_-_109292955.23-P1P2	1.000000e+00	1.189994e+00
CLCC1_+_109506058.23-P1P2|CLCC1_+_109506061.23-P1P2	1.000000e+00	1.793415e+00
SLC22A31_+_89266401.23-P1P2|SLC22A31_-_89266725.23-P1P2	1.000000e+00	2.007505e+00
HMGN4_+_26538654.23-P1P2|HMGN4_-_26538666.23-P1P2	1.000000e+00	1.449304e+00
AATF_-_35306286.23-P1P2|AATF_-_35306346.23-P1P2	1.000000e+00	1.853515e+00
CMC4_-_154299159.23-P1P2|CMC4_-_154299576.23-P1P2	1.000000e+00	1.252223e+00
DHRS4L2_+_24458116.23-ENST00000382755.4|DHRS4L2_-_24458058.23-ENST00000382755.4	1.000000e+00	1.655791e+00
NDUFB4_+_120315227.23-P1P2|NDUFB4_+_120315370.23-P1P2	1.000000e+00	2.281126e+00
MEPCE_-_100026436.23-P1P2|MEPCE_-_100026461.23-P1P2	1.000000e+00	1.382365e+00
N4BP3_+_177540617.23-P1P2|N4BP3_+_177540646.23-P1P2	1.000000e+00	1.263784e+00
PDLIM1_-_97050750.23-P1P2|PDLIM1_-_97050724.23-P1P2	1.000000e+00	1.399002e+00
HSD17B4_+_118788621.23-P1P2|HSD17B4_-_118788230.23-P1P2	1.000000e+00	1.373475e+00
PLSCR2_+_146187272.23-P1P2|PLSCR2_+_146187338.23-P1P2	1.000000e+00	1.261449e+00
GADD45A_-_68150860.23-P1P2|GADD45A_-_68150887.23-P1P2	1.000000e+00	1.630690e+00
NAV1_+_201617284.23-ENST00000295624.6,ENST00000367296.4|NAV1_+_201617314.23-ENST00000295624.6,ENST00000367296.4	1.000000e+00	1.312473e+00
TSKS_+_50266500.23-P1P2|TSKS_+_50266539.23-P1P2	1.000000e+00	1.477245e+00
MMADHC_-_150444118.23-P1P2|MMADHC_-_150444088.23-P1P2	1.000000e+00	1.557933e+00
FBXL20_-_37557803.23-P1P2|FBXL20_+_37557843.23-P1P2	1.000000e+00	1.513626e+00
MBD3L5_-_7030792.23-ENST00000329753.5|MBD3L5_+_7030654.23-ENST00000329753.5	1.000000e+00	1.712087e+00
YIPF3_-_43484634.23-P1P2|YIPF3_-_43484610.23-P1P2	1.000000e+00	1.671427e+00
WDR36_-_110428095.23-P1P2|WDR36_-_110428101.23-P1P2	1.000000e+00	2.347860e+00
ZNF862_-_149535532.23-P1P2|ZNF862_+_149535583.23-P1P2	1.000000e+00	1.560533e+00
RRAD_-_66959633.23-P1P2|RRAD_-_66959375.23-P1P2	1.000000e+00	1.693415e+00
RARA_+_38474729.23-P1|RARA_+_38474766.23-P1	2.967787e+00	1.038781e+01
RARA_+_38498675.23-P2|RARA_-_38498669.23-P2	-9.677866e-01	2.371178e+00
TRPC1_-_142442895.23-P1P2|TRPC1_-_142442906.23-P1P2	1.000000e+00	1.377474e+00
RLF_-_40627087.23-P1P2|RLF_+_40627496.23-P1P2	1.000000e+00	1.568132e+00
FBXO33_-_39901386.23-P1P2|FBXO33_-_39901332.23-P1P2	1.000000e+00	1.302925e+00
GNAL_+_11751729.23-ENST00000269162.5,ENST00000535121.1|GNAL_+_11751554.23-ENST00000269162.5,ENST00000535121.1	1.917494e+00	4.270353e+00
GNAL_+_11752100.23-ENST00000423027.3|GNAL_+_11752103.23-ENST00000423027.3	8.250557e-02	1.920348e-01
ARHGAP4_+_153191307.23-P2|ARHGAP4_+_153191682.23-P2	6.826990e-01	6.594540e-01
ARHGAP4_-_153200438.23-P1|ARHGAP4_+_153200409.23-P1	1.317301e+00	2.935298e+00
EIF3B_-_2394542.23-P1P2|EIF3B_-_2394510.23-P1P2	1.000000e+00	2.334139e+00
BSPH1_+_48495372.23-P1P2|BSPH1_-_48495408.23-P1P2	1.000000e+00	1.883741e+00
ISPD_-_16461140.23-P1P2|ISPD_+_16461156.23-P1P2	1.000000e+00	1.422026e+00
IL17REL_+_50451139.23-P1P2|IL17REL_-_50450961.23-P1P2	1.000000e+00	1.402013e+00
NADK2_+_36241981.23-P1P2|NADK2_-_36242012.23-P1P2	1.000000e+00	1.633836e+00
DUSP8_-_1593467.23-P1P2|DUSP8_+_1593483.23-P1P2	1.000000e+00	1.275671e+00
ZNF260_-_37019122.23-P1P2|ZNF260_-_37019141.23-P1P2	1.000000e+00	2.405095e+00
MYBL1_-_67525475.23-P1P2|MYBL1_+_67525490.23-P1P2	1.000000e+00	1.300187e+00
GPCPD1_-_5591563.23-P1P2|GPCPD1_-_5591648.23-P1P2	1.000000e+00	1.549517e+00
SUMF2_+_56132031.23-P1|SUMF2_-_56132012.23-P1	1.285328e+00	1.974370e+00
SUMF2_-_56148479.23-P2|SUMF2_+_56148386.23-P2	7.146722e-01	8.283608e-01
TERT_-_1295187.23-P1P2|TERT_-_1294789.23-P1P2	1.000000e+00	1.426332e+00
AURKC_-_57742487.23-P1P2|AURKC_+_57742897.23-P1P2	1.000000e+00	1.497701e+00
KLF13_+_31619099.23-P1P2|KLF13_-_31619098.23-P1P2	1.000000e+00	1.274406e+00
PKIA_-_79428638.23-P1P2|PKIA_-_79428572.23-P1P2	1.000000e+00	1.258438e+00
HSD17B1_+_40705009.23-P1P2|HSD17B1_+_40704976.23-P1P2	1.000000e+00	1.559166e+00
POLRMT_+_633505.23-P1P2|POLRMT_+_633481.23-P1P2	1.000000e+00	1.844749e+00
SUCO_+_172502354.23-P1P2|SUCO_+_172502386.23-P1P2	1.000000e+00	1.335134e+00
BPTF_+_65821601.23-P1P2|BPTF_-_65821672.23-P1P2	1.000000e+00	2.404455e+00
SLC6A4_-_28562704.23-P1P2|SLC6A4_-_28562899.23-P1P2	1.000000e+00	1.639758e+00
MAGEB10_-_27826132.23-P1P2|MAGEB10_+_27826343.23-P1P2	1.000000e+00	1.718318e+00
ETV3_+_157108123.23-P1P2|ETV3_-_157108084.23-P1P2	1.000000e+00	1.273626e+00
FASTKD3_-_7868935.23-P1P2|FASTKD3_-_7869117.23-P1P2	1.000000e+00	1.503230e+00
TTLL6_-_46894412.23-P1P2|TTLL6_-_46894204.23-P1P2	1.000000e+00	1.558591e+00
ABCA2_-_139922596.23-P1P2|ABCA2_+_139922669.23-P1P2	1.000000e+00	1.272837e+00
PPP2CA_+_133561724.23-P1P2|PPP2CA_+_133561727.23-P1P2	1.000000e+00	2.094023e+00
AGBL5_+_27274578.23-P1|AGBL5_+_27274969.23-P1	1.477962e+00	3.377933e+00
AGBL5_+_27276183.23-P2|AGBL5_+_27275965.23-P2	5.220378e-01	4.783788e-01
RBBP7_-_16888383.23-P1P2|RBBP7_+_16888257.23-P1P2	1.000000e+00	1.513302e+00
NRBP1_-_27651525.23-P1P2|NRBP1_-_27651543.23-P1P2	1.000000e+00	1.665308e+00
DALRD3_+_49055971.23-P1|DALRD3_-_49055944.23-P1	2.088659e-01	3.126166e-01
DALRD3_+_49058922.23-P2|DALRD3_+_49058866.23-P2	1.791134e+00	3.657689e+00
MTRF1L_+_153323814.23-P1P2|MTRF1L_+_153323797.23-P1P2	1.000000e+00	1.445127e+00
TUBB3_+_89988390.23-P2|TUBB3_-_89988310.23-P2	4.155709e-01	3.932111e-01
TUBB3_+_89989787.23-P1|TUBB3_+_89990057.23-P1	1.584429e+00	2.951596e+00
LRRC1_-_53659778.23-P1P2|LRRC1_-_53659794.23-P1P2	1.000000e+00	1.490363e+00
ORC1_+_52869923.23-P1P2|ORC1_+_52869878.23-P1P2	1.000000e+00	2.281787e+00
DDX27_-_47836019.23-P1P2|DDX27_+_47836013.23-P1P2	1.000000e+00	2.037897e+00
PHKG2_-_30759762.23-P1P2|PHKG2_+_30759803.23-P1P2	1.000000e+00	1.575097e+00
TCEA1_-_54934842.23-P1P2|TCEA1_+_54934812.23-P1P2	1.000000e+00	1.615199e+00
PPAP2B_+_57045051.23-P1P2|PPAP2B_+_57044636.23-P1P2	1.000000e+00	1.283502e+00
CMTR2_+_71323114.23-P1P2|CMTR2_-_71323260.23-P1P2	1.000000e+00	2.273976e+00
INPP5A_-_134351369.23-P1P2|INPP5A_-_134351317.23-P1P2	1.000000e+00	1.276972e+00
TRIM36_+_114505553.23-P1|TRIM36_-_114505559.23-P1	6.632651e-01	7.330342e-01
TRIM36_+_114515911.23-P2|TRIM36_-_114515971.23-P2	1.336735e+00	2.038989e+00
BAIAP2L1_-_98030377.23-P1P2|BAIAP2L1_-_98030202.23-P1P2	1.000000e+00	1.446019e+00
ARSJ_+_114900515.23-P1P2|ARSJ_+_114900753.23-P1P2	1.000000e+00	1.709732e+00
IGF1R_-_99191775.23-P1|IGF1R_+_99191762.23-P1	6.205355e-01	6.189445e-01
IGF1R_-_99192446.23-P2|IGF1R_+_99192323.23-P2	1.379465e+00	2.212104e+00
TRDN_-_123958030.23-P1P2|TRDN_+_123958023.23-P1P2	1.000000e+00	1.685919e+00
KDM6B_+_7750976.23-P1P2|KDM6B_+_7750992.23-P1P2	1.000000e+00	1.582664e+00
IRAK2_+_10206662.23-P1P2|IRAK2_+_10206599.23-P1P2	1.000000e+00	1.474408e+00
CST8_+_23471809.23-P1P2|CST8_+_23471758.23-P1P2	1.000000e+00	1.613060e+00
PTPN2_-_12883757.23-P1P2|PTPN2_-_12883976.23-P1P2	1.000000e+00	1.690083e+00
VPS37A_+_17104482.23-P1P2|VPS37A_+_17104492.23-P1P2	1.000000e+00	2.429292e+00
USP15_-_62654201.23-P1P2|USP15_-_62654233.23-P1P2	1.000000e+00	1.444282e+00
PRM3_+_11367420.23-P1P2|PRM3_-_11367453.23-P1P2	1.000000e+00	1.613114e+00
C3_-_6720634.23-P1P2|C3_+_6720583.23-P1P2	1.000000e+00	1.550583e+00
DIS3L2_+_232826504.23-P1P2|DIS3L2_+_232826689.23-P1P2	1.000000e+00	1.269926e+00
SEMA6C_-_151119070.23-P1P2|SEMA6C_+_151119064.23-P1P2	1.000000e+00	1.489374e+00
USP19_+_49158108.23-P1P2|USP19_-_49158246.23-P1P2	1.000000e+00	1.635168e+00
ZNF681_-_23941643.23-P1P2|ZNF681_+_23941666.23-P1P2	1.000000e+00	1.564970e+00
C11orf49_+_46958378.23-P1P2|C11orf49_-_46958355.23-P1P2	1.000000e+00	1.477874e+00
ROR2_+_94712390.23-P1P2|ROR2_-_94712437.23-P1P2	1.000000e+00	1.456045e+00
ODF2L_+_86861942.23-P1P2|ODF2L_-_86861914.23-P1P2	1.000000e+00	1.857576e+00
KPRP_-_152730534.23-P1P2|KPRP_-_152730551.23-P1P2	1.000000e+00	1.594080e+00
ANAPC7_-_110841548.23-P1P2|ANAPC7_+_110841268.23-P1P2	1.000000e+00	1.671780e+00
SEC24A_+_133984748.23-P1P2|SEC24A_+_133984519.23-P1P2	1.000000e+00	1.438870e+00
SNN_+_11762697.23-P1P2|SNN_-_11762322.23-P1P2	1.000000e+00	1.170999e+00
NENF_+_212606283.23-P1P2|NENF_-_212606499.23-P1P2	1.000000e+00	1.633436e+00
ZBTB7A_+_4066645.23-P1|ZBTB7A_+_4066789.23-P1	8.211452e-01	8.487920e-01
ZBTB7A_-_4065511.23-P2|ZBTB7A_-_4065071.23-P2	1.178855e+00	1.752591e+00
AP3S1_+_115177971.23-P1P2|AP3S1_+_115178026.23-P1P2	1.000000e+00	1.545912e+00
CADPS2_-_122526448.23-P1P2|CADPS2_-_122526507.23-P1P2	1.000000e+00	1.658248e+00
PROKR1_+_68870271.23-P1P2|PROKR1_-_68870300.23-P1P2	1.000000e+00	2.292108e+00
TEKT4_+_95537229.23-P1P2|TEKT4_+_95537241.23-P1P2	1.000000e+00	1.563678e+00
ZSCAN32_-_3450934.23-P1P2|ZSCAN32_-_3450946.23-P1P2	1.000000e+00	2.462133e+00
BMS1_+_43278253.23-P1P2|BMS1_-_43278259.23-P1P2	1.000000e+00	2.291504e+00
MAT2A_+_85766276.23-P1P2|MAT2A_+_85766280.23-P1P2	1.000000e+00	1.494818e+00
CFHR4_-_196857437.23-P1P2|CFHR4_+_196857654.23-P1P2	1.000000e+00	2.135798e+00
MTRR_-_7869343.23-P1P2|MTRR_+_7869336.23-P1P2	1.000000e+00	1.410560e+00
APPBP2_-_58603391.23-P1P2|APPBP2_+_58603361.23-P1P2	1.000000e+00	1.663629e+00
KIAA1614_+_180882281.23-P1P2|KIAA1614_-_180882387.23-P1P2	1.000000e+00	2.051510e+00
GADD45GIP1_+_13067983.23-P1P2|GADD45GIP1_-_13067996.23-P1P2	1.000000e+00	2.149560e+00
