gRNA	gene	S1	S2	S3
DLGAP1_-_4455263.23-ENST00000315677.3|DLGAP1_+_4455043.23-ENST00000315677.3	DLGAP1	-6.884165e-01	-2.178730e-01	-6.002671e-02
DLGAP2_+_1449557.23-ENST00000421627.2|DLGAP2_-_1449587.23-ENST00000421627.2	DLGAP2	-8.185986e-01	-9.549937e-01	-4.952189e-01
DLGAP3_+_35395189.23-P1P2|DLGAP3_+_35395028.23-P1P2	DLGAP3	2.842708e-01	-1.181698e+00	-2.295374e-01
DLGAP4_-_35089906.23-P1P2|DLGAP4_+_35089943.23-P1P2	DLGAP4	1.473488e-01	1.430806e-01	-8.431307e-02
DLGAP5_+_55658250.23-P1P2|DLGAP5_+_55658101.23-P1P2	DLGAP5	-7.555078e-01	-3.703571e-01	-4.010876e-01
DLK1_-_101193211.23-P1P2|DLK1_-_101193284.23-P1P2	DLK1	4.423073e-01	-3.022930e-01	-1.177452e-01
DLK2_-_43423289.23-P1P2|DLK2_+_43423049.23-P1P2	DLK2	-3.022817e-01	-6.411104e-02	2.740102e-01
DLL1_+_170599973.23-P1P2|DLL1_-_170599917.23-P1P2	DLL1	-3.008672e+00	-2.342186e+00	-3.019552e+00
DLL3_+_39989822.23-P1P2|DLL3_+_39990071.23-P1P2	DLL3	-6.875734e-01	-4.953708e-01	-8.653700e-01
DLL4_-_41221614.23-P1P2|DLL4_+_41221594.23-P1P2	DLL4	-1.220169e+00	-7.405991e-01	-1.596179e+00
DLST_-_75348827.23-P1P2|DLST_+_75348636.23-P1P2	DLST	2.515216e+00	1.156810e+00	-2.250128e+00
DLX1_+_172949722.23-P1P2|DLX1_-_172949542.23-P1P2	DLX1	-1.018198e-01	4.565848e-02	-8.138166e-01
DLX2_-_172967613.23-P1P2|DLX2_+_172967324.23-P1P2	DLX2	-9.753193e-01	-2.153586e+00	1.026292e-01
DLX3_+_48072554.23-P1P2|DLX3_+_48072354.23-P1P2	DLX3	7.685494e-01	7.359436e-01	1.276621e+00
DLX4_-_48045961.23-P1P2|DLX4_+_48046167.23-P1P2	DLX4	8.057549e-01	4.472337e-01	2.962433e-01
DLX5_-_96654043.23-P1P2|DLX5_-_96653877.23-P1P2	DLX5	-3.142535e-01	7.560074e-01	-1.112189e-01
DLX6_-_96635236.23-P1P2|DLX6_-_96635203.23-P1P2	DLX6	-1.036085e-01	1.222910e-01	-2.207057e-01
DMAP1_-_44679204.23-P1P2|DMAP1_-_44679254.23-P1P2	DMAP1	-1.504076e+00	1.424960e-01	1.219725e+00
DMBT1_+_124320203.23-P1P2|DMBT1_+_124320206.23-P1P2	DMBT1	-4.717526e-01	-2.625136e-01	-1.353301e-01
DMBX1_-_46972848.23-P1P2|DMBX1_+_46972648.23-P1P2	DMBX1	1.599423e+00	4.899631e-01	1.706290e+00
DMC1_-_38966148.23-P1P2|DMC1_+_38966174.23-P1P2	DMC1	-4.556263e-01	6.810048e-01	3.698375e-01
DMD_-_33229620.23-ENST00000357033.4|DMD_+_33229667.23-ENST00000357033.4	DMD	-6.537974e-01	-8.047370e-02	-3.723881e-01
DMGDH_-_78365449.23-ENST00000255189.3|DMGDH_-_78365437.23-ENST00000255189.3	DMGDH	-3.944192e-04	-7.111773e-02	1.692756e-01
DMKN_+_36001284.23-P1P2|DMKN_+_36001110.23-P1P2	DMKN	6.331012e-01	1.201349e-02	2.031784e-02
DMP1_-_88571461.23-P1P2|DMP1_+_88571489.23-P1P2	DMP1	-9.814165e-01	-1.371317e-01	-3.379271e-01
DMPK_+_46285701.23-P1P2|DMPK_-_46285672.23-P1P2	DMPK	4.136738e-01	-8.790102e-02	3.207794e-01
DMRT1_+_841762.23-P1P2|DMRT1_+_841744.23-P1P2	DMRT1	-4.660275e-01	8.930865e-01	7.103545e-01
DMRT2_+_1050388.23-P1P2|DMRT2_+_1050427.23-P1P2	DMRT2	-5.489492e-01	-3.998036e-01	-3.077493e-01
DMRT3_+_976736.23-P1P2|DMRT3_+_976719.23-P1P2	DMRT3	-5.628938e-01	-5.904895e-01	-7.571282e-01
DMRTA1_-_22447537.23-P1P2|DMRTA1_-_22447472.23-P1P2	DMRTA1	4.523989e-01	5.016426e-01	-5.830957e-01
DMRTA2_+_50889102.23-P1P2|DMRTA2_+_50889084.23-P1P2	DMRTA2	3.524719e-01	-9.637212e-02	2.872164e-01
DMRTB1_+_53925577.23-P1P2|DMRTB1_+_53925603.23-P1P2	DMRTB1	-1.254879e+00	1.648703e-01	-1.333989e-01
DMRTC1B_-_71996739.23-P1P2|DMRTC1B_+_71996707.23-P1P2	DMRTC1B	5.985497e-03	1.401224e+00	-6.620835e-01
DMRTC1_-_72095744.23-ENST00000373529.5|DMRTC1_+_72095760.23-ENST00000373529.5	DMRTC1	-5.698476e-01	-6.427529e-01	1.689138e-01
DMRTC2_+_42349304.23-P1P2|DMRTC2_-_42349522.23-P1P2	DMRTC2	2.559501e+00	5.572037e+00	3.743451e+00
DMTF1_-_86781796.23-P1P2|DMTF1_-_86782207.23-P1P2	DMTF1	-2.586331e-01	-3.825416e-01	-1.439651e-01
DMTN_+_21906498.23-P2|DMTN_-_21906489.23-P2	DMTN	5.028875e-01	7.245294e-01	7.507180e-01
DMTN_-_21912480.23-P1|DMTN_-_21912433.23-P1	DMTN	3.358116e-01	2.015127e-01	5.714045e-01
DMWD_+_46296033.23-P1P2|DMWD_-_46296030.23-P1P2	DMWD	-6.824828e-01	-4.795212e-01	-8.648934e-01
DMXL1_-_118407444.23-P1P2|DMXL1_-_118407121.23-P1P2	DMXL1	-1.441410e+00	7.318078e-01	1.061731e+00
DMXL2_+_51914912.23-P1P2|DMXL2_+_51914901.23-P1P2	DMXL2	2.380928e-02	5.596741e-01	-3.045078e-01
DNA2_-_70231670.23-P1P2|DNA2_-_70231468.23-P1P2	DNA2	-4.590744e-02	-5.173684e-02	-7.254966e-02
DNAAF1_-_84178924.23-P1P2|DNAAF1_-_84178933.23-P1P2	DNAAF1	8.102308e-01	-6.405638e-02	2.011102e-01
DNAAF2_+_50100314.23-P1P2|DNAAF2_-_50100999.23-P1P2	DNAAF2	1.286251e+00	1.861434e+00	1.303232e+00
DNAAF3_+_55672059.23-P2|DNAAF3_+_55672022.23-P2	DNAAF3	-9.760093e-02	-2.974338e-01	-8.726203e-03
DNAAF3_-_55677955.23-P1|DNAAF3_+_55677896.23-P1	DNAAF3	6.492027e-03	-4.382334e-01	-4.085064e-01
DNAH10_+_124246881.23-P1P2|DNAH10_-_124246897.23-P1P2	DNAH10	-2.619872e-01	1.579604e-01	-4.897286e-02
DNAH11_-_21582703.23-P1P2|DNAH11_-_21582730.23-P1P2	DNAH11	-1.616353e-02	-3.368370e-01	-1.095303e-01
DNAH12_+_57530026.23-P1P2|DNAH12_-_57530020.23-P1P2	DNAH12	7.918547e-02	-5.369428e-04	-5.003688e-01
DNAH14_+_225117448.23-P1P2|DNAH14_-_225117421.23-P1P2	DNAH14	-4.254915e-01	-4.429047e-01	-4.268561e-01
DNAH17_+_76573493.23-ENST00000389840.5|DNAH17_-_76573239.23-ENST00000389840.5	DNAH17	1.277635e-01	-9.646010e-02	-2.231154e-02
DNAH1_-_52351927.23-P1P2|DNAH1_-_52351932.23-P1P2	DNAH1	-7.421522e-01	3.324647e-01	1.203762e+00
DNAH2_-_7621081.23-P1P2|DNAH2_-_7621119.23-P1P2	DNAH2	-3.495578e-01	3.817794e-01	6.172143e-01
DNAH3_+_21162117.23-P1P2|DNAH3_+_21162094.23-P1P2	DNAH3	4.396190e-01	4.373689e-02	4.446182e-01
DNAH5_+_13944730.23-ENST00000265104.4|DNAH5_+_13944771.23-ENST00000265104.4	DNAH5	3.340053e-02	-3.244055e-02	-4.632821e-01
DNAH6_-_84743685.23-P1P2|DNAH6_+_84743649.23-P1P2	DNAH6	-1.037973e+00	-1.112293e+00	7.097591e-01
DNAH7_-_196933508.23-P1P2|DNAH7_-_196933531.23-P1P2	DNAH7	-2.933384e-02	-1.033103e-01	-1.332450e-01
DNAH8_-_38683122.23-P2|DNAH8_+_38683114.23-P2	DNAH8	8.762646e-02	-3.201051e-02	2.896688e-01
DNAH8_-_38690721.23-P1|DNAH8_-_38690702.23-P1	DNAH8	-6.249949e-01	-5.655864e-01	-1.895700e-01
DNAH9_-_11501820.23-P1P2|DNAH9_+_11501876.23-P1P2	DNAH9	5.921774e-01	-9.802734e-02	-6.941353e-02
DNAI1_-_34458869.23-P1P2|DNAI1_-_34458848.23-P1P2	DNAI1	-1.214255e-01	-1.963096e-01	-2.787915e-01
DNAI2_-_72270484.23-P1P2|DNAI2_-_72270436.23-P1P2	DNAI2	-2.449092e-01	-1.268852e-01	-1.313485e-01
DNAJA1_-_33025322.23-P1|DNAJA1_-_33025302.23-P1	DNAJA1	-3.478967e-01	1.678976e-01	1.402299e-02
DNAJA1_-_33026888.23-P2|DNAJA1_-_33027087.23-P2	DNAJA1	-5.887511e-01	5.523472e-01	9.797497e-01
DNAJA2_-_47007139.23-P1P2|DNAJA2_-_47007558.23-P1P2	DNAJA2	6.795842e-02	2.181825e-02	9.118240e-02
DNAJA3_+_4475898.23-P1P2|DNAJA3_-_4475855.23-P1P2	DNAJA3	-4.590744e-02	-5.173684e-02	-7.254966e-02
DNAJA4_-_78556909.23-P1P2|DNAJA4_-_78556575.23-P1P2	DNAJA4	-3.267477e-01	2.519721e-01	-7.943417e-01
DNAJB11_-_186288539.23-P1P2|DNAJB11_+_186288670.23-P1P2	DNAJB11	-6.256351e-02	3.976002e-01	-1.644478e-01
DNAJB12_-_74114684.23-P1P2|DNAJB12_-_74114680.23-P1P2	DNAJB12	-7.894800e-02	5.491243e-01	5.019109e-01
DNAJB13_+_73662414.23-P1P2|DNAJB13_+_73662063.23-P1P2	DNAJB13	-2.988016e-02	5.227133e-01	-6.906581e-01
DNAJB14_-_100867316.23-P1P2|DNAJB14_+_100867743.23-P1P2	DNAJB14	-4.940229e-01	3.030882e-02	-1.586426e-01
DNAJB1_+_14629156.23-P1P2|DNAJB1_+_14629213.23-P1P2	DNAJB1	-1.468788e-01	1.542594e-01	-3.928806e-02
DNAJB2_+_220144174.23-P1P2|DNAJB2_+_220144371.23-P1P2	DNAJB2	-1.366238e-01	-1.135780e+00	-3.879387e-01
DNAJB4_+_78470655.23-P1P2|DNAJB4_-_78470619.23-P1P2	DNAJB4	2.193982e-01	6.722917e-01	-1.974902e-01
DNAJB5_+_34992897.23-P2|DNAJB5_-_34992907.23-P2	DNAJB5	9.361189e-02	1.330520e-03	1.813561e-02
DNAJB5_-_34989751.23-P1|DNAJB5_-_34989760.23-P1	DNAJB5	4.738678e+00	4.033385e+00	2.013382e+00
DNAJB6_+_157129823.23-P1P2|DNAJB6_-_157129945.23-P1P2	DNAJB6	-6.139491e-01	-1.069512e+00	-6.308200e-01
DNAJB7_+_41258041.23-P1P2|DNAJB7_-_41258046.23-P1P2	DNAJB7	-3.443709e-02	-2.792593e-01	-2.099547e-01
DNAJB8_-_128182308.23-P1P2|DNAJB8_-_128182305.23-P1P2	DNAJB8	1.621496e-01	1.298813e+00	8.894360e-01
DNAJB9_-_108210540.23-P1P2|DNAJB9_+_108210329.23-P1P2	DNAJB9	-2.913690e-01	-3.895203e-01	-1.003679e-01
DNAJC10_-_183581023.23-P1P2|DNAJC10_+_183581016.23-P1P2	DNAJC10	7.455434e-01	6.993000e-01	3.275949e-01
DNAJC11_+_6761910.23-P1P2|DNAJC11_-_6761928.23-P1P2	DNAJC11	2.189189e+00	6.769454e-02	4.398684e-01
DNAJC12_-_69597810.23-P1P2|DNAJC12_+_69597901.23-P1P2	DNAJC12	-2.118031e-01	4.116599e-02	-6.445034e-01
DNAJC13_-_132136405.23-P1P2|DNAJC13_-_132136576.23-P1P2	DNAJC13	4.267948e-01	-2.562605e-01	8.709668e-01
DNAJC14_+_56223293.23-P1P2|DNAJC14_-_56223284.23-P1P2	DNAJC14	2.026314e-01	2.200660e-01	4.943780e-01
DNAJC15_+_43597769.23-P1P2|DNAJC15_+_43597737.23-P1P2	DNAJC15	1.706386e+00	3.004862e-02	-5.111344e-02
DNAJC16_-_15853412.23-P1P2|DNAJC16_-_15853380.23-P1P2	DNAJC16	-3.829126e-01	2.417912e-01	1.143789e-01
DNAJC17_-_41099633.23-P1P2|DNAJC17_+_41099640.23-P1P2	DNAJC17	-8.148971e-02	-5.173684e-02	-1.704775e+00
DNAJC18_-_138775196.23-P1P2|DNAJC18_+_138775130.23-P1P2	DNAJC18	-8.144429e-01	-4.881038e-01	-2.548627e-01
DNAJC19_+_180707414.23-P1P2|DNAJC19_+_180707118.23-P1P2	DNAJC19	1.978297e-01	1.335177e-01	3.414621e-02
DNAJC1_+_22292604.23-P1P2|DNAJC1_-_22292631.23-P1P2	DNAJC1	-1.538294e-01	1.593068e+00	-8.898605e-01
DNAJC21_+_34930130.23-P1P2|DNAJC21_+_34929732.23-P1P2	DNAJC21	1.153581e+00	1.348152e+00	-3.507953e+00
DNAJC22_-_49740727.23-P1P2|DNAJC22_+_49740763.23-P1P2	DNAJC22	-9.494778e-02	3.892348e-01	-2.417303e-01
DNAJC24_-_31391435.23-P1P2|DNAJC24_-_31391413.23-P1P2	DNAJC24	6.541230e-01	8.059702e-01	6.336125e-01
DNAJC25_+_114393696.23-P1P2|DNAJC25_-_114393660.23-P1P2	DNAJC25	6.755155e-01	7.695786e-01	6.677943e-01
DNAJC27_+_25194799.23-P1P2|DNAJC27_+_25194796.23-P1P2	DNAJC27	2.609962e-01	-2.700808e-01	5.812602e-01
DNAJC28_+_34863990.23-P1P2|DNAJC28_+_34863798.23-P1P2	DNAJC28	1.314274e-01	-1.623176e-01	-2.481547e-01
DNAJC2_-_102985195.23-P1P2|DNAJC2_-_102985246.23-P1P2	DNAJC2	9.443618e-01	1.538030e+00	7.844609e-01
DNAJC30_-_73097713.23-P1P2|DNAJC30_+_73097726.23-P1P2	DNAJC30	-1.785020e-01	-7.322531e-01	-1.385562e+00
DNAJC3_+_96329417.23-P1P2|DNAJC3_+_96329443.23-P1P2	DNAJC3	9.397425e-01	5.951911e-01	7.935089e-01
DNAJC4_+_63998245.23-P1P2|DNAJC4_-_63998049.23-P1P2	DNAJC4	-6.309822e-01	-1.028008e-01	2.240177e-01
DNAJC5B_-_66933832.23-P1|DNAJC5B_-_66933829.23-P1	DNAJC5B	2.194541e-01	3.944364e-01	7.216618e-01
DNAJC5B_-_66955851.23-P2|DNAJC5B_-_66955846.23-P2	DNAJC5B	-2.997606e-01	9.046403e-01	-3.970338e-01
DNAJC5G_+_27498301.23-P1P2|DNAJC5G_-_27498354.23-P1P2	DNAJC5G	-1.185401e-01	7.811358e-02	3.879668e-01
DNAJC5_+_62526524.23-P1P2|DNAJC5_+_62526709.23-P1P2	DNAJC5	-4.722409e-02	1.279177e-01	1.903831e-01
DNAJC6_-_65720156.23-P1P2|DNAJC6_-_65720130.23-P1P2	DNAJC6	5.433192e-01	9.501705e-01	5.109577e-01
DNAJC7_+_40169427.23-P1P2|DNAJC7_+_40169406.23-P1P2	DNAJC7	2.084544e+00	1.725826e+00	-3.863526e+00
DNAJC8_+_28559474.23-P1P2|DNAJC8_+_28559468.23-P1P2	DNAJC8	2.776307e+00	1.515064e+00	1.519325e+00
DNAJC9_-_75006969.23-P1P2|DNAJC9_+_75007004.23-P1P2	DNAJC9	-3.020777e-01	-3.757201e+00	-7.582085e-01
DNAL1_-_74111745.23-P1P2|DNAL1_+_74111904.23-P1P2	DNAL1	9.318190e-02	-2.499922e-01	1.616268e-01
DNAL4_+_39178731.23-P2|DNAL4_+_39178653.23-P2	DNAL4	-2.920574e-01	-2.905257e-01	7.603935e-02
DNAL4_+_39190171.23-P1|DNAL4_+_39190071.23-P1	DNAL4	1.155491e+00	1.290025e+00	1.459626e+00
DNALI1_+_38022593.23-P1P2|DNALI1_+_38022590.23-P1P2	DNALI1	6.635055e-01	-2.317058e-01	4.444742e-01
DNASE1L1_+_153637517.23-P1|DNASE1L1_-_153637531.23-P1	DNASE1L1	1.705286e+00	9.959407e-01	-7.192053e-01
DNASE1L1_-_153640088.23-P2|DNASE1L1_-_153640384.23-P2	DNASE1L1	2.184336e-01	1.203868e-01	-2.005041e-01
DNASE1L2_+_2286517.23-P1P2|DNASE1L2_+_2286474.23-P1P2	DNASE1L2	2.732567e-02	-1.791641e-01	-7.487151e-02
DNASE1L3_+_58196623.23-P1P2|DNASE1L3_-_58196637.23-P1P2	DNASE1L3	4.383065e-01	2.400657e-02	-2.355900e-01
DNASE1_+_3704866.23-P1P2|DNASE1_+_3704851.23-P1P2	DNASE1	-3.261769e-01	-3.991959e-01	4.022720e-01
DNASE2B_-_84874153.23-P1P2|DNASE2B_+_84874164.23-P1P2	DNASE2B	-7.697537e-01	-3.839874e-01	-5.683684e-01
DNASE2_+_12992016.23-P1P2|DNASE2_-_12992254.23-P1P2	DNASE2	3.826259e-01	-2.764101e-01	2.864013e-01
DND1_+_140053102.23-P1P2|DND1_+_140053141.23-P1P2	DND1	2.063502e+00	1.107637e+00	1.630004e+00
DNER_-_230579229.23-P1P2|DNER_-_230579232.23-P1P2	DNER	3.011602e-01	-1.479069e-01	-3.046378e-01
DNHD1_+_6518596.23-P1P2|DNHD1_-_6518764.23-P1P2	DNHD1	9.837976e-02	-4.467680e-01	-2.024600e-01
DNLZ_+_139257766.23-P1P2|DNLZ_-_139258138.23-P1P2	DNLZ	3.646975e-01	7.969775e-01	1.811771e-01
DNM1L_+_32832245.23-P1P2|DNM1L_-_32832237.23-P1P2	DNM1L	9.274802e-01	6.799283e-01	5.008092e-01
DNM1_-_130965664.23-P1P2|DNM1_+_130965698.23-P1P2	DNM1	-4.695963e-02	-4.828404e-02	1.004852e-01
DNM2_-_10828821.23-P1P2|DNM2_+_10828788.23-P1P2	DNM2	-2.162402e+00	-1.484682e+00	-1.351060e+00
DNM3_-_171811046.23-P1P2|DNM3_+_171810666.23-P1P2	DNM3	9.055742e-01	2.319966e+00	9.013950e-01
DNMBP_+_101769656.23-P1P2|DNMBP_+_101769604.23-P1P2	DNMBP	4.885801e-02	-3.807463e-01	1.795379e-01
DNMT1_-_10305582.23-P1P2|DNMT1_-_10305600.23-P1P2	DNMT1	-6.529109e-01	-8.904531e-01	-7.845269e-01
DNMT3A_+_25474834.23-ENST00000402667.1|DNMT3A_-_25475282.23-ENST00000402667.1	DNMT3A	-5.133485e-02	-8.372556e-01	4.283352e-01
DNMT3B_+_31350282.23-P1|DNMT3B_-_31350213.23-P1	DNMT3B	-2.476941e-01	-4.749295e-01	3.761982e-01
DNMT3B_-_31368271.23-P2|DNMT3B_-_31368274.23-P2	DNMT3B	-3.182946e-01	-6.359454e-01	1.234844e-01
DNMT3L_-_45681735.23-P1P2|DNMT3L_-_45681731.23-P1P2	DNMT3L	-3.621435e-01	-1.469956e+00	1.756236e-01
DNPEP_-_220252618.23-P1P2|DNPEP_+_220252581.23-P1P2	DNPEP	-4.307597e-01	-2.307147e-01	-3.968448e-01
DNPH1_-_43197183.23-P1P2|DNPH1_+_43197204.23-P1P2	DNPH1	3.379126e-01	2.683481e-01	1.169911e-01
DNTTIP1_-_44420698.23-P1P2|DNTTIP1_+_44420641.23-P1P2	DNTTIP1	-7.335954e-01	-5.718381e-01	-2.959275e-01
DNTTIP2_-_94344536.23-P1P2|DNTTIP2_+_94344679.23-P1P2	DNTTIP2	-4.590744e-02	-1.887813e-01	-7.254966e-02
DNTT_+_98064251.23-P1P2|DNTT_-_98064235.23-P1P2	DNTT	1.103900e+00	1.980297e+00	2.687459e+00
DOC2A_+_30022285.23-P1|DOC2A_-_30022327.23-P1	DOC2A	-3.095733e-01	6.899603e-02	-3.379277e-01
DOC2A_-_30023587.23-P2|DOC2A_-_30023559.23-P2	DOC2A	-2.093592e-01	-6.135586e-01	8.581777e-01
DOC2B_+_31394.23-P1P2|DOC2B_+_31383.23-P1P2	DOC2B	-5.043331e-01	-1.688281e-01	-5.378451e-01
DOCK10_+_225907136.23-P1P2|DOCK10_+_225907155.23-P1P2	DOCK10	-3.691937e-02	9.708376e-01	7.728453e-01
DOCK11_+_117629793.23-P1P2|DOCK11_-_117629811.23-P1P2	DOCK11	-6.899919e-02	4.027144e-02	2.959294e-01
DOCK1_-_128594126.23-P1P2|DOCK1_+_128593998.23-P1P2	DOCK1	-3.033567e-01	4.304373e-01	8.563198e-01
DOCK2_-_169064308.23-P1P2|DOCK2_-_169064293.23-P1P2	DOCK2	3.367789e-03	8.257670e-01	1.131748e-01
DOCK3_-_50712712.23-P1P2|DOCK3_+_50712641.23-P1P2	DOCK3	-6.903893e-01	-7.326813e-01	-9.095088e-01
DOCK4_+_111846408.23-P1P2|DOCK4_+_111846405.23-P1P2	DOCK4	-3.400421e-01	1.023367e+00	3.482425e-01
DOCK5_+_25042477.23-P1P2|DOCK5_-_25042449.23-P1P2	DOCK5	-7.151365e-01	-4.054234e-01	-9.456854e-01
DOCK6_-_11372730.23-P1P2|DOCK6_+_11372682.23-P1P2	DOCK6	3.578286e+00	3.875766e+00	2.459114e+00
DOCK7_+_63154098.23-P1P2|DOCK7_+_63154022.23-P1P2	DOCK7	-9.612088e-01	-2.915344e-01	-4.648035e-01
DOCK8_-_214874.23-P1P2|DOCK8_-_214913.23-P1P2	DOCK8	-1.144594e-01	-2.656969e-01	3.208233e-01
DOCK9_-_99630253.23-P1P2|DOCK9_-_99630257.23-P1P2	DOCK9	1.542936e-02	-6.917497e-01	5.182581e-01
DOHH_+_3500631.23-P1P2|DOHH_-_3500585.23-P1P2	DOHH	1.116376e+00	3.950869e-02	7.513753e-01
DOK1_-_74781904.23-P1P2|DOK1_-_74781509.23-P1P2	DOK1	6.249234e-03	5.733599e-01	4.099050e-01
DOK2_+_21771167.23-P1P2|DOK2_+_21771107.23-P1P2	DOK2	4.544161e-01	3.118236e-01	-1.001017e+00
DOK3_-_176937342.23-P1P2|DOK3_+_176937307.23-P1P2	DOK3	2.417324e-01	-1.434321e-01	6.436382e-01
DOK4_-_57513619.23-P2|DOK4_+_57513429.23-P2	DOK4	-2.188465e-01	-7.209064e-01	-3.655713e-01
DOK4_-_57520370.23-P1|DOK4_-_57520364.23-P1	DOK4	-2.109810e-01	4.518889e-01	1.136982e-01
DOK5_-_53092307.23-P1P2|DOK5_-_53092280.23-P1P2	DOK5	-3.714221e-01	7.959206e-02	-2.135140e-01
DOK6_+_67068128.23-P1P2|DOK6_+_67068143.23-P1P2	DOK6	-1.319553e-01	-1.650012e-01	-9.158764e-03
DOK7_-_3465246.23-P1P2|DOK7_-_3465114.23-P1P2	DOK7	1.715363e-01	-1.155921e-01	9.194687e-02
DOLK_+_131709816.23-P1P2|DOLK_-_131709668.23-P1P2	DOLK	5.760742e-01	-1.044097e-01	-3.868595e-01
DOLPP1_+_131843452.23-P1P2|DOLPP1_-_131843622.23-P1P2	DOLPP1	-4.675384e-01	-5.804420e-01	-6.162423e-01
DONSON_+_34960976.23-P1P2|DONSON_+_34960973.23-P1P2	DONSON	2.588573e-01	-3.139332e-01	9.108995e-02
DOPEY1_+_83777417.23-P1P2|DOPEY1_-_83777482.23-P1P2	DOPEY1	-6.871532e-01	-2.363642e-01	-7.921745e-01
DOPEY2_-_37529131.23-P1P2|DOPEY2_+_37529126.23-P1P2	DOPEY2	-1.213040e-01	7.306443e-03	5.823279e-02
DOT1L_-_2163964.23-P1P2|DOT1L_+_2164312.23-P1P2	DOT1L	4.889910e-01	-3.722544e-03	-5.616547e-02
DPAGT1_-_118972536.23-P1P2|DPAGT1_+_118972531.23-P1P2	DPAGT1	3.544565e-01	5.004510e-01	2.060363e+00
DPCD_-_103348178.23-P1P2|DPCD_-_103348050.23-P1P2	DPCD	-4.590744e-02	3.694050e-01	2.111135e+00
DPCR1_+_30908743.23-P1P2|DPCR1_+_30908835.23-P1P2	DPCR1	-4.725014e-01	5.268463e-02	2.879036e-01
DPEP1_+_89696802.23-P1|DPEP1_+_89696684.23-P1	DPEP1	7.696218e-01	2.363643e+00	-1.434201e+00
DPEP1_-_89680046.23-P2|DPEP1_+_89680572.23-P2	DPEP1	-2.344012e+00	-5.173684e-02	-2.080877e+00
DPEP2_+_68033394.23-P1|DPEP2_-_68033407.23-P1	DPEP2	1.450018e-01	-2.017977e-01	1.262965e+00
DPEP2_+_68034446.23-P2|DPEP2_+_68034420.23-P2	DPEP2	-9.903063e-02	6.307555e-01	-1.555910e-01
DPEP3_+_68014349.23-P1P2|DPEP3_-_68014382.23-P1P2	DPEP3	-1.151998e+00	-7.707405e-01	2.636367e-01
DPF1_-_38714760.23-P2|DPF1_+_38714778.23-P2	DPF1	4.701458e-01	1.154085e+00	2.637057e-01
DPF1_-_38720346.23-P1|DPF1_-_38720225.23-P1	DPF1	-8.258322e-01	-1.149024e-01	1.586295e-01
DPF2_+_65109078.23-P2|DPF2_-_65108928.23-P2	DPF2	1.308527e-01	-1.605416e-01	5.795140e-02
DPF2_-_65101346.23-P1|DPF2_+_65101695.23-P1	DPF2	-1.073758e+00	1.106954e+00	1.028157e+00
DPF3_-_73360774.23-P1P2|DPF3_-_73360654.23-P1P2	DPF3	-4.903368e-01	-8.312148e-01	9.356565e-01
DPH1_+_1936832.23-P2|DPH1_+_1936853.23-P2	DPH1	3.644852e-01	-1.147859e-02	-1.297859e-01
DPH1_-_1933503.23-P1|DPH1_-_1933469.23-P1	DPH1	3.551099e+00	3.571018e+00	4.014227e+00
DPH2_-_44435714.23-P1P2|DPH2_-_44435901.23-P1P2	DPH2	-6.684101e-01	-1.562278e+00	-1.166301e+00
DPH3_-_16306427.23-P1P2|DPH3_+_16306434.23-P1P2	DPH3	1.000906e-01	3.184371e-01	1.309314e+00
DPH5_+_101491288.23-P1P2|DPH5_-_101491365.23-P1P2	DPH5	7.612907e-01	4.887558e-01	7.466816e-01
DPH6_-_35838270.23-P1P2|DPH6_+_35838318.23-P1P2	DPH6	1.173782e+00	1.556338e+00	8.249864e-01
DPH7_-_140473304.23-P1P2|DPH7_-_140473343.23-P1P2	DPH7	-8.677996e-02	1.726630e-01	-3.061869e-02
DPM1_-_49574845.23-P1P2|DPM1_+_49575015.23-P1P2	DPM1	1.382324e-01	7.192209e-01	1.801465e-01
DPM2_+_130700064.23-P1P2|DPM2_-_130700076.23-P1P2	DPM2	1.142025e-01	-2.093226e-01	8.649550e-01
DPM3_+_155113020.23-P1P2|DPM3_+_155112938.23-P1P2	DPM3	7.605366e-01	1.410835e+00	7.683718e-01
DPP10_-_115919822.23-P1P2|DPP10_-_115919819.23-P1P2	DPP10	5.793313e-01	2.434472e-01	-4.678417e+00
DPP3_+_66248106.23-P1P2|DPP3_-_66247890.23-P1P2	DPP3	-8.201637e-02	1.149426e-01	6.054865e-01
DPP4_-_162930550.23-P1P2|DPP4_+_162930574.23-P1P2	DPP4	3.342675e-01	1.113569e-01	-3.150723e-01
DPP6_-_153750142.23-ENST00000377770.3|DPP6_-_153750145.23-ENST00000377770.3	DPP6	4.162736e-01	1.342721e-01	4.906609e-01
DPP7_+_140007398.23-P2|DPP7_+_140007403.23-P2	DPP7	-3.563054e-01	2.472986e-01	1.786637e-01
DPP7_+_140009160.23-P1|DPP7_-_140009152.23-P1	DPP7	2.223713e+00	2.651475e+00	-2.818930e+00
DPP8_-_65809983.23-P1P2|DPP8_-_65809958.23-P1P2	DPP8	-6.570089e-01	-7.821049e-02	3.186999e-01
DPP9_-_4695504.23-P2|DPP9_-_4695430.23-P2	DPP9	-4.365450e-01	4.792538e-01	-1.159308e-02
DPP9_-_4723794.23-P1|DPP9_-_4723791.23-P1	DPP9	7.609228e-01	7.970761e-01	9.231342e-01
DPPA2_+_109035295.23-P1P2|DPPA2_-_109035169.23-P1P2	DPPA2	7.942371e-01	6.802128e-01	3.870779e-01
