gRNA	gene	S1	S2	S3
HOXB6_+_46675533.23-P2|HOXB6_+_46675357.23-P2	HOXB6	1.511187e-01	-6.067350e-01	6.294757e-01
HOXB6_-_46682331.23-P1|HOXB6_-_46682326.23-P1	HOXB6	1.263090e-01	-4.712907e-01	3.971358e-02
HOXB7_-_46687990.23-P1P2|HOXB7_-_46688125.23-P1P2	HOXB7	-4.806521e-01	-6.175237e-01	3.683003e-01
HOXB8_-_46690790.23-P1|HOXB8_-_46690800.23-P1	HOXB8	-2.794747e-01	1.972160e-01	-4.681724e-01
HOXB8_-_46692204.23-P2|HOXB8_-_46692404.23-P2	HOXB8	3.652614e-01	-4.885679e-01	-2.641287e-01
HOXB9_-_46703716.23-P1P2|HOXB9_-_46703462.23-P1P2	HOXB9	-7.296288e-02	-6.266147e-01	-3.371214e-01
HOXC10_+_54379003.23-P1P2|HOXC10_+_54379000.23-P1P2	HOXC10	-1.392110e-01	9.970843e-01	6.467791e-01
HOXC11_+_54367148.23-P1P2|HOXC11_+_54367042.23-P1P2	HOXC11	-9.590545e-01	-6.847056e-02	-5.348322e-01
HOXC12_-_54348717.23-P1P2|HOXC12_+_54348911.23-P1P2	HOXC12	4.024558e-01	1.828511e-01	1.653588e-03
HOXC13_+_54332633.23-P1P2|HOXC13_+_54332646.23-P1P2	HOXC13	-1.011273e-01	8.835201e-01	7.427302e-01
HOXC4_+_54448009.23-ENST00000430889.2|HOXC4_+_54448070.23-ENST00000430889.2	HOXC4	1.596760e+00	-4.213910e-02	8.962570e-01
HOXC5_+_54410719.23-P1P2|HOXC5_+_54410715.23-P1P2	HOXC5	9.971534e-01	1.565475e+00	-4.138488e-01
HOXC8_+_54402790.23-P1P2|HOXC8_-_54402805.23-P1P2	HOXC8	6.178693e-02	3.936313e-01	-5.364185e-01
HOXC9_+_54393964.23-P1P2|HOXC9_+_54394192.23-P1P2	HOXC9	-2.384289e-01	-4.378530e-01	-1.913495e-01
HOXD10_+_176981989.23-P2|HOXD10_+_176981669.23-P2	HOXD10	4.003138e-01	9.067146e-03	-2.917772e-01
HOXD10_-_176973537.23-P1|HOXD10_+_176973611.23-P1	HOXD10	-1.375923e-01	6.378791e-01	-1.466850e-01
HOXD11_+_176969293.23-P1P2|HOXD11_-_176969331.23-P1P2	HOXD11	4.239184e-03	-3.921535e-01	-8.780479e-02
HOXD12_-_176964566.23-P1P2|HOXD12_+_176964887.23-P1P2	HOXD12	-9.736347e-01	-2.119894e-01	-6.854044e-01
HOXD13_-_176957650.23-P1P2|HOXD13_-_176957538.23-P1P2	HOXD13	-1.726812e-01	-4.003510e-01	-3.583492e-01
HOXD1_-_177053430.23-P1P2|HOXD1_-_177053434.23-P1P2	HOXD1	-1.993253e-01	1.974398e-02	2.408823e-01
HOXD3_-_177001381.23-P1P2|HOXD3_+_177001331.23-P1P2	HOXD3	1.140403e+00	-1.327447e+00	1.019280e+00
HOXD4_-_177016551.23-P1P2|HOXD4_-_177016382.23-P1P2	HOXD4	-3.585933e-01	3.974132e-01	-8.410224e-02
HOXD8_-_176995362.23-P1P2|HOXD8_-_176994723.23-P1P2	HOXD8	3.695847e-01	1.133990e-01	6.841063e-01
HOXD9_-_176987454.23-P1P2|HOXD9_-_176987503.23-P1P2	HOXD9	9.267639e-02	1.889383e-01	-9.240453e-01
HP1BP3_+_21113749.23-P1P2|HP1BP3_+_21113775.23-P1P2	HP1BP3	-4.242167e-01	-2.997694e-01	2.797251e-01
HPCAL1_-_10443062.23-P1P2|HPCAL1_-_10443073.23-P1P2	HPCAL1	-9.387840e-02	4.247790e-02	-3.007335e-02
HPCAL4_+_40157087.23-P1P2|HPCAL4_+_40157078.23-P1P2	HPCAL4	5.836980e-01	-9.943232e-01	-1.603549e-01
HPCA_-_33352124.23-P1P2|HPCA_+_33352104.23-P1P2	HPCA	-2.320742e-01	-2.033838e-01	5.398626e-01
HPDL_+_45792592.23-P1P2|HPDL_+_45792601.23-P1P2	HPDL	-2.302841e-01	6.247055e-01	3.291749e-01
HPD_+_122296746.23-P1P2|HPD_+_122296749.23-P1P2	HPD	-4.723254e-01	9.574295e-01	-9.722534e-02
HPGDS_+_95263944.23-P1P2|HPGDS_-_95263989.23-P1P2	HPGDS	-6.045587e-01	-4.076539e-01	-9.322899e-01
HPGD_+_175443549.23-P1P2|HPGD_-_175443474.23-P1P2	HPGD	3.118105e-01	2.029586e-01	6.152499e-02
HPN_+_35532707.23-P1|HPN_-_35532895.23-P1	HPN	-3.411790e-01	-8.543812e-02	3.983329e-02
HPN_+_35540222.23-P2|HPN_+_35540217.23-P2	HPN	5.295829e-01	-6.910932e-01	9.385925e-01
HPRT1_+_133594330.23-P1P2|HPRT1_+_133594336.23-P1P2	HPRT1	-6.752234e-01	-9.779782e-01	-3.425028e-01
HPR_-_72088662.23-P1P2|HPR_+_72088838.23-P1P2	HPR	-1.727109e-01	-2.806249e-01	-6.030278e-02
HPS1_-_100206645.23-P1P2|HPS1_+_100206634.23-P1P2	HPS1	-3.442936e-01	6.069334e-01	-2.321007e-01
HPS3_+_148847490.23-P1P2|HPS3_+_148847669.23-P1P2	HPS3	-3.035781e-01	-1.985203e-01	8.311049e-02
HPS4_+_26879709.23-P1P2|HPS4_+_26879722.23-P1P2	HPS4	4.467052e-01	2.847612e-01	4.114676e-01
HPS5_-_18343694.23-P1P2|HPS5_-_18343658.23-P1P2	HPS5	1.290966e+00	-7.082253e-02	-1.344280e+00
HPS6_+_103825154.23-P1P2|HPS6_-_103825186.23-P1P2	HPS6	6.723435e-01	4.107850e-01	4.482532e-01
HPSE2_-_100995423.23-P1P2|HPSE2_+_100995586.23-P1P2	HPSE2	1.020497e-01	1.959164e-01	6.349641e-01
HPSE_-_84255660.23-P1P2|HPSE_+_84255959.23-P1P2	HPSE	-1.012242e+00	-8.286678e-01	-5.077612e-01
HPX_-_6462148.23-P1P2|HPX_-_6462170.23-P1P2	HPX	-6.813590e-01	-1.245418e-01	-2.301773e-01
HP_+_72090061.23-P1P2|HP_-_72090158.23-P1P2	HP	-1.613631e-01	-3.831801e-02	-2.768497e-01
HRASLS2_-_63330452.23-P1P2|HRASLS2_-_63330580.23-P1P2	HRASLS2	-7.163897e-02	-3.276868e-01	-2.536882e-01
HRASLS5_-_63258417.23-P1P2|HRASLS5_-_63258394.23-P1P2	HRASLS5	9.859391e-01	2.511994e-01	1.521399e+00
HRASLS_+_192959004.23-P1P2|HRASLS_-_192959241.23-P1P2	HRASLS	-3.054924e-01	6.156045e-01	4.062064e-01
HRAS_+_535513.23-P1|HRAS_-_535568.23-P1	HRAS	-1.942771e-01	-3.485236e-03	2.618065e-01
HRAS_-_537254.23-P2|HRAS_-_537270.23-P2	HRAS	2.709002e-02	4.947822e-02	-5.768950e-02
HRCT1_-_35906234.23-P1P2|HRCT1_-_35906330.23-P1P2	HRCT1	-2.769511e-01	1.315165e-01	-1.017329e-02
HRC_+_49658628.23-P1P2|HRC_+_49658660.23-P1P2	HRC	1.608108e-01	9.854278e-02	5.154662e-01
HRG_+_186386810.23-P2|HRG_+_186386813.23-P2	HRG	-6.140940e-01	-3.651771e-01	8.665401e-02
HRG_-_186383910.23-P1|HRG_+_186383880.23-P1	HRG	-2.170026e-02	-3.360950e-01	9.347841e-01
HRH1_+_11196214.23-P1|HRH1_-_11196255.23-P1	HRH1	-2.433772e-01	-2.057271e-01	-5.944747e-02
HRH1_-_11267713.23-P2|HRH1_-_11267702.23-P2	HRH1	2.815924e-01	2.025382e-01	1.416210e+00
HRH2_-_175085145.23-P1P2|HRH2_-_175085125.23-P1P2	HRH2	5.132706e-01	-3.209419e-01	-1.144350e-01
HRH3_+_60795291.23-P1P2|HRH3_+_60795285.23-P1P2	HRH3	-5.589923e-01	5.179595e-01	-3.555781e-01
HRH4_-_22040648.23-P1P2|HRH4_+_22040695.23-P1P2	HRH4	-4.559882e-01	4.844511e-01	-7.227133e-01
HRK_-_117319011.23-P1P2|HRK_+_117318959.23-P1P2	HRK	1.010064e+00	1.149049e+00	1.104315e+00
HRNR_-_152196643.23-P1P2|HRNR_-_152196632.23-P1P2	HRNR	3.074835e-01	5.715121e-01	-1.717543e-01
HRSP12_+_99129335.23-P1P2|HRSP12_+_99129347.23-P1P2	HRSP12	-1.429276e+00	-1.506476e+00	-1.371265e+00
HR_-_21988465.23-P1|HR_-_21988478.23-P1	HR	1.686620e-01	-3.146652e-01	-6.058831e+00
HR_-_21990822.23-P2|HR_+_21990815.23-P2	HR	6.362102e-01	1.372275e+00	1.065522e+00
HS1BP3_-_20850830.23-P1P2|HS1BP3_+_20850790.23-P1P2	HS1BP3	-2.029442e-01	1.665266e-01	-9.962625e-02
HS2ST1_-_87380435.23-P1P2|HS2ST1_-_87380364.23-P1P2	HS2ST1	-3.331979e-02	-1.005178e+00	-3.141488e-01
HS3ST1_-_11430491.23-P1P2|HS3ST1_-_11430488.23-P1P2	HS3ST1	-6.887742e-01	6.811447e-01	6.158436e-01
HS3ST2_+_22825524.23-P1P2|HS3ST2_+_22826143.23-P1P2	HS3ST2	-7.619088e-02	3.870864e-02	-1.044719e-01
HS3ST3A1_+_13505194.23-P1P2|HS3ST3A1_-_13505222.23-P1P2	HS3ST3A1	7.989000e-01	4.960112e-02	2.516165e-01
HS3ST3B1_-_14204435.23-P1P2|HS3ST3B1_-_14204445.23-P1P2	HS3ST3B1	-3.888125e-03	5.481516e-01	-3.997592e-02
HS3ST4_-_25703339.23-P1P2|HS3ST4_-_25703358.23-P1P2	HS3ST4	-6.420116e-01	1.253337e-01	-9.141670e-01
HS3ST5_+_114664129.23-P1P2|HS3ST5_+_114663962.23-P1P2	HS3ST5	-4.294959e-01	-2.578797e-01	-1.272747e-01
HS3ST6_+_1968397.23-P1P2|HS3ST6_+_1968388.23-P1P2	HS3ST6	-3.070097e-01	6.956503e-01	-3.522619e-01
HS6ST1_+_129076424.23-P1P2|HS6ST1_+_129076429.23-P1P2	HS6ST1	1.153102e-01	-1.103838e-01	-5.182527e-01
HS6ST2_+_132092395.23-P1|HS6ST2_+_132092460.23-P1	HS6ST2	1.608970e-01	2.048998e-01	-4.399370e-01
HS6ST2_-_132091288.23-P2|HS6ST2_-_132091296.23-P2	HS6ST2	1.115630e-02	-8.907139e-01	1.924436e-02
HS6ST3_+_96743213.23-P1P2|HS6ST3_-_96743311.23-P1P2	HS6ST3	3.320464e-01	-5.060383e-01	-8.057857e-01
HSBP1L1_+_77724694.23-P1P2|HSBP1L1_-_77724656.23-P1P2	HSBP1L1	-3.477530e-02	-5.068974e-01	-2.048061e-01
HSBP1_+_83841970.23-P1P2|HSBP1_+_83842007.23-P1P2	HSBP1	-1.715966e-01	7.100145e-01	3.688845e+00
HSCB_-_29138088.23-P1P2|HSCB_+_29138256.23-P1P2	HSCB	-5.699772e-01	-2.864914e-01	-6.782995e-01
HSD11B1L_-_5681060.23-P1P2|HSD11B1L_-_5681056.23-P1P2	HSD11B1L	4.337147e-01	4.046498e-01	2.192226e-01
HSD11B1_-_209878220.23-P1P2|HSD11B1_-_209878201.23-P1P2	HSD11B1	7.008744e-02	1.921123e-01	-1.591585e-01
HSD11B2_+_67465075.23-P1P2|HSD11B2_+_67465035.23-P1P2	HSD11B2	1.381206e-01	6.700299e-01	-1.930242e+00
HSD17B10_-_53461314.23-P1P2|HSD17B10_+_53461288.23-P1P2	HSD17B10	-4.590744e-02	-5.173684e-02	-1.053308e-01
HSD17B11_-_88312321.23-P1P2|HSD17B11_-_88312169.23-P1P2	HSD17B11	4.187397e-01	-2.182648e-01	-1.029531e-01
HSD17B12_+_43702292.23-P1P2|HSD17B12_+_43702297.23-P1P2	HSD17B12	2.456777e+00	4.981398e+00	1.476916e+00
HSD17B13_+_88244006.23-P1P2|HSD17B13_+_88244026.23-P1P2	HSD17B13	-3.965248e-01	-6.667256e-01	8.471011e-02
HSD17B14_-_49339732.23-P1P2|HSD17B14_+_49339714.23-P1P2	HSD17B14	2.005244e-01	-2.232014e-01	1.754748e-01
HSD17B1_+_40705009.23-P1P2|HSD17B1_+_40704976.23-P1P2	HSD17B1	-9.911819e-01	-8.494585e-01	-6.234460e-01
HSD17B2_-_82069010.23-P1P2|HSD17B2_+_82068978.23-P1P2	HSD17B2	7.636886e-04	9.769617e-01	-2.922170e-02
HSD17B3_+_99064411.23-P1P2|HSD17B3_+_99064235.23-P1P2	HSD17B3	2.987086e-01	-5.798487e-01	-1.975963e-01
HSD17B4_+_118788621.23-P1P2|HSD17B4_-_118788230.23-P1P2	HSD17B4	-1.040348e+00	-1.117319e+00	-8.921827e-02
HSD17B6_-_57157117.23-P1P2|HSD17B6_-_57157142.23-P1P2	HSD17B6	6.451864e-02	-6.488958e-01	7.004300e-01
HSD17B7_+_162767102.23-P1|HSD17B7_-_162767513.23-P1	HSD17B7	4.948378e-02	7.218082e-01	-1.226585e-01
HSD17B7_-_162760668.23-P2|HSD17B7_-_162760684.23-P2	HSD17B7	2.615924e+00	2.879710e+00	3.071461e+00
HSD17B8_+_33172471.23-P1P2|HSD17B8_+_33172465.23-P1P2	HSD17B8	-7.038122e-01	-3.008118e-01	3.249618e-01
HSD3B1_-_120049929.23-P1P2|HSD3B1_+_120050066.23-P1P2	HSD3B1	-6.052940e-01	-1.488200e-01	-5.627998e-01
HSD3B2_-_119957783.23-P1P2|HSD3B2_-_119957825.23-P1P2	HSD3B2	3.104295e-01	-2.118102e+00	1.291868e-01
HSD3B7_-_30996574.23-P1P2|HSD3B7_-_30996595.23-P1P2	HSD3B7	3.997659e-01	7.905762e-02	-3.859706e-01
HSDL1_+_84178704.23-P1P2|HSDL1_-_84178712.23-P1P2	HSDL1	1.803259e-01	-3.584200e-01	9.571666e-01
HSDL2_+_115142415.23-P1P2|HSDL2_+_115142421.23-P1P2	HSDL2	6.120599e-02	1.131510e+00	-1.052365e-02
HSF1_+_145515304.23-P1P2|HSF1_-_145515300.23-P1P2	HSF1	2.520789e+00	1.636551e+00	1.675817e+00
HSF2BP_+_45079334.23-P1|HSF2BP_+_45079349.23-P1	HSF2BP	3.262365e-01	-5.297094e-01	-1.794045e-01
HSF2BP_-_45077960.23-P2|HSF2BP_+_45077985.23-P2	HSF2BP	9.653524e-01	6.049164e-01	1.290794e+00
HSF2_-_122720804.23-P1P2|HSF2_-_122720848.23-P1P2	HSF2	-8.130804e-01	6.869288e-01	4.764978e-01
HSF4_+_67198863.23-P1P2|HSF4_-_67197537.23-P1P2	HSF4	8.081007e-01	1.314258e-02	-3.188123e+00
HSF5_+_56565719.23-P1P2|HSF5_+_56565676.23-P1P2	HSF5	5.822262e-01	5.898468e-01	-2.191358e-01
HSFX1_+_148855728.23-ENST00000370416.4|HSFX1_-_148855772.23-ENST00000370416.4	HSFX1	-5.022503e-01	3.009630e-01	-1.200570e-01
HSFY1_-_20708593.23-ENST00000307393.2|HSFY1_-_20708569.23-ENST00000307393.2	HSFY1	-1.743203e-01	-2.872549e-01	-3.499823e-01
HSH2D_-_16254558.23-P1P2|HSH2D_-_16254574.23-P1P2	HSH2D	1.668509e-01	5.052972e-02	6.379118e-01
HSP90AA1_-_102553365.23-P1P2|HSP90AA1_+_102553357.23-P1P2	HSP90AA1	7.024782e-02	2.845764e-01	-3.674637e-01
HSP90AB1_-_44214853.23-P1P2|HSP90AB1_-_44214865.23-P1P2	HSP90AB1	-1.279467e+00	-3.731261e-01	-5.478071e-01
HSP90B1_+_104324674.23-P1P2|HSP90B1_-_104324265.23-P1P2	HSP90B1	-8.583420e-01	8.229198e-01	4.566011e-01
HSPA12A_+_118502029.23-P1P2|HSPA12A_+_118502069.23-P1P2	HSPA12A	-2.110723e-01	-1.667588e-01	4.125080e-01
HSPA12B_-_3713407.23-P1P2|HSPA12B_-_3713417.23-P1P2	HSPA12B	-1.467427e-01	-5.286716e-01	-2.337750e-01
HSPA13_+_15755400.23-P1P2|HSPA13_+_15755436.23-P1P2	HSPA13	4.395026e-02	1.590569e-01	-2.612084e-01
HSPA14_-_14880699.23-P1P2|HSPA14_-_14880317.23-P1P2	HSPA14	1.354715e+00	1.027967e+00	1.220313e+00
HSPA1B_+_31783350.23-P1|HSPA1B_+_31783356.23-P1	HSPA1B	-3.969485e-01	-6.317943e-01	-1.984160e-01
HSPA1B_+_31795546.23-P2|HSPA1B_-_31795543.23-P2	HSPA1B	-1.752756e-01	4.848801e-01	7.353316e-01
HSPA1L_+_31783002.23-P1P2|HSPA1L_+_31782998.23-P1P2	HSPA1L	-1.814804e-01	-4.096711e-02	-9.358985e-01
HSPA2_+_65007510.23-P1P2|HSPA2_+_65007473.23-P1P2	HSPA2	2.220742e-01	-3.746605e-01	4.712087e-01
HSPA4L_-_128703482.23-P1P2|HSPA4L_+_128703540.23-P1P2	HSPA4L	-4.329042e-01	-7.126644e-01	1.889463e-01
HSPA4_+_132388103.23-P1P2|HSPA4_-_132388195.23-P1P2	HSPA4	2.370686e+00	-2.839248e+00	4.380035e-01
HSPA5_+_128003614.23-P1P2|HSPA5_+_128003624.23-P1P2	HSPA5	-4.590744e-02	-5.173684e-02	-7.254966e-02
HSPA6_+_161494136.23-P1P2|HSPA6_-_161493771.23-P1P2	HSPA6	2.944711e-01	5.604390e-01	-9.500701e-01
HSPA8_-_122932776.23-P1P2|HSPA8_+_122933024.23-P1P2	HSPA8	1.081414e+00	4.054238e+00	2.022742e+00
HSPA9_-_137911079.23-P1P2|HSPA9_-_137911031.23-P1P2	HSPA9	-4.590744e-02	-5.173684e-02	-7.254966e-02
HSPB11_+_54411338.23-P1P2|HSPB11_+_54411305.23-P1P2	HSPB11	-2.932180e-01	-7.950455e-04	1.127409e+00
HSPB1_+_75932009.23-P1|HSPB1_+_75932210.23-P1	HSPB1	1.526760e-01	8.585762e-01	-4.582050e-02
HSPB1_+_75933108.23-P2|HSPB1_+_75933087.23-P2	HSPB1	1.126147e-01	-3.962720e-01	-1.569371e-01
HSPB2_+_111783505.23-P1P2|HSPB2_+_111783468.23-P1P2	HSPB2	8.588113e-01	3.127802e-01	-3.246669e-01
HSPB3_-_53751567.23-P1P2|HSPB3_+_53751554.23-P1P2	HSPB3	5.620502e-02	-7.223823e-02	4.214951e-01
HSPB6_-_36248746.23-P1P2|HSPB6_+_36248940.23-P1P2	HSPB6	1.918717e-01	-3.324798e-01	-4.632201e-01
HSPB7_-_16344504.23-P1P2|HSPB7_+_16344523.23-P1P2	HSPB7	4.443736e-01	-3.934129e-02	-2.229144e-02
HSPB8_+_119616784.23-P1P2|HSPB8_+_119616759.23-P1P2	HSPB8	-3.274461e-01	3.735246e-02	-1.461392e-01
HSPB9_+_40274893.23-P1P2|HSPB9_-_40274881.23-P1P2	HSPB9	-7.267632e-02	-3.261422e-01	-3.964522e-01
HSPBAP1_+_122512633.23-P1P2|HSPBAP1_+_122512602.23-P1P2	HSPBAP1	-4.730586e-01	-9.483861e-01	-3.864861e-02
HSPBP1_+_55791422.23-P1P2|HSPBP1_+_55791232.23-P1P2	HSPBP1	-2.052791e-01	-2.697366e-01	5.588072e-02
HSPD1_+_198364183.23-P1P2|HSPD1_+_198364452.23-P1P2	HSPD1	-2.782727e-01	-5.173684e-02	-7.254966e-02
HSPE1-MOB4_-_198365117.23-P1P2|HSPE1-MOB4_+_198365089.23-P1P2	HSPE1-MOB4	1.950429e-04	-2.875231e+00	1.825627e+00
HSPG2_+_22263776.23-P1P2|HSPG2_+_22263476.23-P1P2	HSPG2	-1.009152e+00	-1.251682e+00	-1.066748e+00
HSPH1_+_31735990.23-P1P2|HSPH1_+_31735789.23-P1P2	HSPH1	1.568683e+00	4.046491e+00	8.823111e-01
HTATIP2_-_20385348.23-P1P2|HTATIP2_-_20385299.23-P1P2	HTATIP2	-4.153248e-01	-2.663761e-01	1.864066e-01
HTATSF1_-_135579420.23-P1P2|HTATSF1_-_135579440.23-P1P2	HTATSF1	8.763850e-01	2.793509e-01	5.793227e-01
HTN1_-_70916151.23-P1P2|HTN1_+_70916627.23-P1P2	HTN1	5.138921e-01	5.892685e-01	6.458794e-01
HTN3_+_70894506.23-P1P2|HTN3_-_70894167.23-P1P2	HTN3	-4.766719e-01	-7.399997e-01	4.355396e-02
HTR1A_-_63256950.23-P1P2|HTR1A_+_63256965.23-P1P2	HTR1A	-4.278872e-01	4.167908e-01	4.720578e-01
HTR1B_+_78173116.23-P1P2|HTR1B_-_78173157.23-P1P2	HTR1B	-3.941896e-01	-7.281168e-01	-4.778230e-01
HTR1D_-_23520815.23-P1P2|HTR1D_-_23520811.23-P1P2	HTR1D	2.708677e-01	-4.423931e-01	1.539120e-01
HTR1E_-_87647265.23-P1P2|HTR1E_+_87647320.23-P1P2	HTR1E	1.185418e-01	-5.604453e-01	2.652679e-01
HTR1F_+_88040023.23-ENST00000319595.4|HTR1F_+_88040089.23-ENST00000319595.4	HTR1F	1.416645e-01	1.478575e-01	1.636321e-01
