sgRNA	Gene	s1_l1_rep1	s2_l2_rep2	s3_l3_rep3	s1_h1_rep1	s2_h2_rep2	s3_h3_rep3
PIAS2_+_44500067.23-P2|PIAS2_+_44500062.23-P2	PIAS2	2991	3852.9	3183.9	3945.4	3161.3	2782.7
LOC100996634_-_109557601.23-P1P2|LOC100996634_+_109557636.23-P1P2	LOC100996634	2289.1	3538	1703.7	1548.2	3129	2308
ASPHD1_-_29911917.23-P1P2|ASPHD1_-_29911974.23-P1P2	ASPHD1	4310.7	4207.7	4538.2	4337.1	6223.5	3307.4
SLCO1B3_-_20963713.23-P1P2|SLCO1B3_+_20963705.23-P1P2	SLCO1B3	2203.4	2839.7	2546.4	2184.2	2566.4	2966.2
L1TD1_+_62660559.23-P1|L1TD1_+_62660543.23-P1	L1TD1	5270.8	4117.6	5792.7	5901	5300	3847.4
LRRC18_+_50143004.23-P1P2|LRRC18_+_50143220.23-P1P2	LRRC18	3861.5	3715	4791.9	3287.7	4731.6	3836.8
SARDH_+_136603430.23-P1P2|SARDH_+_136603393.23-P1P2	SARDH	1679.6	1461.3	1860.7	1286.4	1663.7	2211
LZTS2_-_102756895.23-P2|LZTS2_-_102756907.23-P2	LZTS2	3838.2	3551.6	4382.4	4681.1	3218.9	3862.8
GLP2R_-_9745887.23-P1P2|GLP2R_-_9746068.23-P1P2	GLP2R	6966.2	5220.9	5877.6	5908.2	5954.8	5268.5
SEL1L3_+_25864357.23-P1P2|SEL1L3_+_25864342.23-P1P2	SEL1L3	4130.9	3248.6	3958.9	3934	3669.7	5700
AZGP1_+_99573447.23-P1P2|AZGP1_+_99573276.23-P1P2	AZGP1	1133.4	733.43	1126.5	872.83	1113.7	1372.1
ACSM2A_-_20463283.23-P1P2|ACSM2A_-_20462920.23-P1P2	ACSM2A	2785.9	2170.8	3301	3506.9	1750.1	2765.4
APOO_-_23925881.23-P1P2|APOO_-_23925835.23-P1P2	APOO	6420	6135.3	6547.2	6388.3	6472.5	5626.9
KLHL11_-_40021667.23-P1P2|KLHL11_+_40021619.23-P1P2	KLHL11	4479.4	3698.3	5331.5	6050.6	4036.4	4505.6
R3HDM2_-_57824755.23-P1P2|R3HDM2_-_57824746.23-P1P2	R3HDM2	3903.4	4045	3198.9	3927.7	3640.9	4035.7
ADCY3_-_25143044.23-P1P2|ADCY3_-_25142849.23-P1P2	ADCY3	8256.1	8887.3	9611.8	7964.6	8849.8	10096
SLMO1_-_12407985.23-P1P2|SLMO1_-_12407942.23-P1P2	SLMO1	5542.9	5767	4794.1	4374.5	5572.1	6217.9
PLAC8_-_84035832.23-P1P2|PLAC8_-_84035843.23-P1P2	PLAC8	946.03	1343.3	1429.6	1357	2702.4	1303
PHF3_+_64346005.23-P1P2|PHF3_+_64346015.23-P1P2	PHF3	269.36	118.78	104.27	122.61	109.53	136.45
FAM135B_-_139509487.23-P1P2|FAM135B_+_139509469.23-P1P2	FAM135B	16422	16960	16931	16708	17754	16983
NUS1_-_117996643.23-P1P2|NUS1_+_117996627.23-P1P2	NUS1	3329.3	3189.6	3017.3	3168.2	1249.8	4222.1
SCIN_-_12610289.23-P1P2|SCIN_-_12610460.23-P1P2	SCIN	3675.1	3223.1	3502	3392.6	3479.5	4343.2
KIF26B_+_245318341.23-P1P2|KIF26B_+_245318316.23-P1P2	KIF26B	2510	2337.4	2304.6	2355.6	4429.5	2338.8
non-targeting_00516|non-targeting_02940	CTRLGENE	6329.6	8480.7	5921.6	6360.2	6495.5	6199.6
non-targeting_03700|non-targeting_03562	CTRLGENE	4456.1	3264.6	4510.3	4869.2	4430.7	4089.5
LARGE_-_34318508.23-P1P2|LARGE_-_34318476.23-P1P2	LARGE	2799	2954.5	1987.5	2535.4	2818.9	3206.5
PCMTD1_+_52811587.23-P1P2|PCMTD1_-_52811602.23-P1P2	PCMTD1	3921.1	4267.5	5692.7	3253.4	4292.3	5427.1
WNT8B_-_102222820.23-P1P2|WNT8B_+_102222773.23-P1P2	WNT8B	3445.8	3180.1	3807.3	3487.2	2406.1	3423.6
MYL9_-_35169976.23-P1P2|MYL9_-_35169913.23-P1P2	MYL9	4144.8	3382.6	5008	3935	4351.1	4169.3
GCHFR_-_41056319.23-P1P2|GCHFR_-_41056353.23-P1P2	GCHFR	5620.3	6673.4	5803.4	5200.6	6446	5832.6
SPATS1_+_44310433.23-P1P2|SPATS1_+_44310425.23-P1P2	SPATS1	5685.5	6048.4	3521.4	4875.4	5930.6	5656.7
ZNF812_-_9811140.23-P1P2|ZNF812_-_9811143.23-P1P2	ZNF812	3556.7	4882.9	3969.6	5549.8	2800.4	3993.4
ZSCAN20_-_33938292.23-P1P2|ZSCAN20_-_33938302.23-P1P2	ZSCAN20	7440.6	5877	8196.1	6753	7407.5	8376
"NSG1_+_4387929.23-NM_001040101,NM_014392|NSG1_-_4387888.23-NM_001040101,NM_014392"	NSG1	6083.5	5793.3	5805.6	6654.3	4439.9	5834.5
SERHL2_+_42950262.23-P1P2|SERHL2_-_42950016.23-P1P2	SERHL2	3660.2	3694.3	4354.4	3734.5	3717	3190.1
GPR18_-_99910604.23-P1P2|GPR18_-_99910611.23-P1P2	GPR18	2469.9	1902.1	1845.6	1918.2	1328.2	2563.6
ANKRD52_-_56652125.23-P1P2|ANKRD52_-_56651964.23-P1P2	ANKRD52	211.58	425.71	821.23	635.92	2.3058	420.87
MNDA_+_158801399.23-P1P2|MNDA_-_158801395.23-P1P2	MNDA	2759.8	3966.1	2231.5	2368.1	2859.2	2740.4
OR2A7_+_143956715.23-ENST00000493325.1|OR2A7_+_143956583.23-ENST00000493325.1	OR2A7	2401	2580.6	2029.4	3205.6	1498.8	2383
PRSS36_-_31161375.23-P1P2|PRSS36_-_31161372.23-P1P2	PRSS36	4638.8	2729.6	3516	3515.2	4694.7	3538
DCLRE1A_-_115613933.23-P1P2|DCLRE1A_+_115613885.23-P1P2	DCLRE1A	3463.5	3863.3	2511	3331.3	3485.3	3840.7
TFDP2_+_141868304.23-P2|TFDP2_-_141868247.23-P2	TFDP2	4338.7	5764.6	3309.6	4327.8	4314.2	4095.3
GRHPR_-_37429823.23-P2|GRHPR_-_37430052.23-P2	GRHPR	9160.2	6845.6	6980.4	7219.6	6092	6949.1
GNG12_+_68299055.23-P1P2|GNG12_+_68299058.23-P1P2	GNG12	2152.1	2808.6	3683.7	2263.1	2852.3	2827.9
NKX1-2_+_126138574.23-P1P2|NKX1-2_-_126138580.23-P1P2	NKX1-2	4013.4	3840.2	4499.5	4481.6	3990.3	3950.2
IL2RG_-_70329159.23-P2|IL2RG_+_70329139.23-P2	IL2RG	1163.2	1800.9	2125.1	1251.1	3001	1816.1
CCL20_+_228680219.23-P2|CCL20_-_228680245.23-P2	CCL20	855.63	1300.2	834.13	1339.4	865.84	606.32
MYOC_-_171621778.23-P1P2|MYOC_+_171621617.23-P1P2	MYOC	5090.9	4142.3	6094.7	5043.7	5116.7	5191.7
PLEK_-_68592421.23-P1P2|PLEK_+_68592446.23-P1P2	PLEK	2697.4	2861.2	1962.8	2395.1	2791.2	2678.9
SLC24A1_-_65914320.23-P2|SLC24A1_-_65914309.23-P2	SLC24A1	4041.4	3019.8	2764.7	3039.3	1939.2	3576.4
CES2_-_66968754.23-P1|CES2_-_66968458.23-P1	CES2	3487.7	4224.4	3799.8	3821.8	1654.4	4507.5
MMP26_+_4788747.23-ENST00000380390.1|MMP26_-_4788571.23-ENST00000380390.1	MMP26	4352.7	5322.2	5454.1	5220.4	5348.4	5371.3
UBL7_-_74751037.23-P2|UBL7_-_74751055.23-P2	UBL7	1744.8	2406	1384.5	1760.2	1759.4	1155.9
MPHOSPH8_+_20221029.23-P2|MPHOSPH8_-_20221041.23-P2	MPHOSPH8	1108.2	836.27	788.98	1059.9	826.64	552.51
IKZF4_+_56415332.23-P2|IKZF4_-_56415317.23-P2	IKZF4	7948.6	7575.1	6598.8	6676.1	7892.9	7606.4
TMEM234_+_32687648.23-P1P2|TMEM234_-_32687868.23-P1P2	TMEM234	2733.7	2229.8	2645.3	2611.2	2663.2	3489.9
ANKRD27_+_33166026.23-P1P2|ANKRD27_+_33166056.23-P1P2	ANKRD27	4321	4550.5	4013.7	3746.9	5202	4344.2
HTRA2_-_74757106.23-P1P2|HTRA2_+_74757088.23-P1P2	HTRA2	3786	1997	2903.3	2739	3567.1	2884.6
CTSS_-_150738222.23-P1P2|CTSS_+_150738195.23-P1P2	CTSS	1771.8	1181.5	1989.6	1073.4	2731.3	1757.5
ACTN3_-_66314441.23-P1P2|ACTN3_+_66313715.23-P1P2	ACTN3	5267	5627.5	4391	4946	7148.1	5292.5
KCNF1_-_11052134.23-P1P2|KCNF1_+_11052093.23-P1P2	KCNF1	4136.5	3737.3	3742.8	3251.3	3721.6	5571.2
TMEM205_+_11456946.23-P1P2|TMEM205_+_11456950.23-P1P2	TMEM205	3153.1	2970.4	3548.3	3133.9	2999.9	4015.5
MCOLN2_-_85462773.23-P1P2|MCOLN2_-_85462787.23-P1P2	MCOLN2	5131.9	6579.4	5849.6	5823	8408.2	4580.5
TCTEX1D2_-_196045069.23-P1P2|TCTEX1D2_+_196044856.23-P1P2	TCTEX1D2	5031.2	2941.7	3619.2	4209.3	2792.4	3639.8
RIPK1_-_3068799.23-P1|RIPK1_+_3068801.23-P1	RIPK1	4191.4	6746	4312.5	4335.1	5984.8	4137.6
TCL1B_-_96152780.23-P1P2|TCL1B_+_96152837.23-P1P2	TCL1B	3333	3687.1	3061.3	3110	3352.7	4555.5
ADH1B_+_100242511.23-P1P2|ADH1B_-_100242333.23-P1P2	ADH1B	1619.9	1762.6	2593.7	2078.2	1195.6	1776.7
NECAB3_+_32251481.23-P2|NECAB3_-_32251439.23-P2	NECAB3	125.83	0	0	1.0391	0	98.971
GUF1_+_44680738.23-P1P2|GUF1_+_44680498.23-P1P2	GUF1	105.32	0	0	1.0391	0	198.9
THOC1_-_268006.23-P1P2|THOC1_-_268026.23-P1P2	THOC1	60.583	0	0	1.0391	0	330.54
NFYC_+_41157619.23-P1P2|NFYC_+_41157405.23-P1P2	NFYC	180.82	0	0	1.0391	0	348.8
KIF11_-_94352958.23-P1P2|KIF11_-_94352939.23-P1P2	KIF11	107.19	0	0	1.0391	1.1529	0
NELFE_+_31926720.23-P1P2|NELFE_-_31926676.23-P1P2	NELFE	114.64	0	0	1.0391	274.39	0
SETD1B_+_122242041.23-P1P2|SETD1B_-_122242159.23-P1P2	SETD1B	0	6.3777	0	1.0391	288.23	0.96088
ZFP62_-_180288229.23-P1P2|ZFP62_+_180288287.23-P1P2	ZFP62	0	0	0	1.0391	242.11	0.96088
BRK1_-_10157414.23-P1P2|BRK1_-_10157427.23-P1P2	BRK1	0	0	0	1.0391	0	285.38
NUDCD3_+_44530211.23-P1P2|NUDCD3_+_44530237.23-P1P2	NUDCD3	0	0	0	1.0391	0	146.05
INTS5_-_62420725.23-P1P2|INTS5_-_62420595.23-P1P2	INTS5	0	0	0	1.0391	0	65.34
NUP54_+_77069544.23-P1P2|NUP54_+_77069376.23-P1P2	NUP54	0	0	0	1.0391	0	201.79
PTP4A2_+_32403897.23-P1P2|PTP4A2_-_32403484.23-P1P2	PTP4A2	0	0	2.1498	1.0391	0	263.28
RPL7_-_74205848.23-P1P2|RPL7_+_74205616.23-P1P2	RPL7	0	0	0	1.0391	0	79.753
KCNJ18_-_21280051.23-P1P2|KCNJ18_-_21280171.23-P1P2	KCNJ18	0	2.3916	0	1.0391	269.78	0
RPL10_-_153626730.23-P1P2|RPL10_-_153626735.23-P1P2	RPL10	0	0.79721	0	1.0391	0	73.988
GOLGA5_+_93260783.23-P1P2|GOLGA5_+_93260722.23-P1P2	GOLGA5	0	0	1.0749	1.0391	0	86.48
"FRG2B_-_135440289.23-ENST00000425520.1,ENST00000443774.1|FRG2B_+_135439854.23-ENST00000425520.1,ENST00000443774.1"	FRG2B	1264.8	1226.9	3234.4	1253.1	519.97	1423.1
ADCY7_-_50300524.23-P1P2|ADCY7_-_50300498.23-P1P2	ADCY7	2003	2079.9	1775.7	3005	1785.9	2017.9
NACC2_+_138987119.23-P1P2|NACC2_-_138986912.23-P1P2	NACC2	2377.7	3941.4	3875	3017.5	3854.2	4594
CENPV_+_16256735.23-P1P2|CENPV_-_16256724.23-P1P2	CENPV	8784.6	10533	10462	12118	10427	9165.9
TTPA_-_63998558.23-P1P2|TTPA_+_63998552.23-P1P2	TTPA	2894	2652.3	2489.5	2810.7	2669	1835.3
PCDHGA7_+_140762349.23-P1P2|PCDHGA7_+_140762321.23-P1P2	PCDHGA7	3283.6	2738.4	5671.2	3302.2	2467.2	3945.4
XPO6_+_28223196.23-P1P2|XPO6_-_28223250.23-P1P2	XPO6	5377.9	6083.5	5571.2	5744.1	5546.7	5244.5
SRC_+_35974609.23-P1P2|SRC_+_35974581.23-P1P2	SRC	6754.6	5755.1	6411.8	6438.2	6670.8	5994
MOB2_-_1507901.23-P1P2|MOB2_-_1507963.23-P1P2	MOB2	2120.4	1705.2	2433.6	1860	2925	2135.1
FAM3B_+_42688745.23-P1P2|FAM3B_+_42688735.23-P1P2	FAM3B	12792	12201	10562	13118	12164	10358
SUV39H2_-_14920923.23-P1P2|SUV39H2_-_14920893.23-P1P2	SUV39H2	3387.1	3744.5	2493.8	3444.6	3405.7	2434.9
CHMP7_-_23104167.23-P1P2|CHMP7_-_23104196.23-P1P2	CHMP7	3766.4	4021.9	5140.2	4001.5	5808.4	3832
MARCH2_+_8483343.23-P2|MARCH2_+_8483352.23-P2	2-Mar	974.93	1487.6	1235.1	1648	954.62	1224.2
SLC16A10_-_111409154.23-P1P2|SLC16A10_+_111408749.23-P1P2	SLC16A10	195.73	119.58	231.1	222.36	160.26	199.86
HNRNPR_-_23670718.23-P1P2|HNRNPR_-_23670707.23-P1P2	HNRNPR	1191.2	2053.6	1246.9	697.23	1257.8	1534.5
C9orf171_-_135285609.23-P1P2|C9orf171_-_135285657.23-P1P2	C9orf171	7564.5	6871.1	6494.6	5709.8	6897.9	7430.5
KCNE1_-_35884473.23-P1P2|KCNE1_+_35884464.23-P1P2	KCNE1	4639.8	5323	3997.6	3429	7457.1	4618
TMOD3_-_52121890.23-P1P2|TMOD3_-_52121912.23-P1P2	TMOD3	2831.6	3289.3	2886.1	2770.2	2903	2905.7
CCNB1IP1_-_20801432.23-P1P2|CCNB1IP1_+_20801460.23-P1P2	CCNB1IP1	5247.5	4427.7	4133	3557.8	6125.5	4448.9
HDHD3_-_116139261.23-P1P2|HDHD3_+_116139200.23-P1P2	HDHD3	2572.5	2561.4	2192.8	2004.4	3864.6	2577.1
CCDC179_-_22881983.23-P1P2|CCDC179_+_22881987.23-P1P2	CCDC179	4059.1	3003.9	5526.1	4622.9	4079	2804.8
COL5A1_+_137533700.23-P1P2|COL5A1_-_137533695.23-P1P2	COL5A1	3642.5	2441.1	3530	3548.5	5853.4	3179.6
CCDC27_-_3669209.23-P1P2|CCDC27_-_3669102.23-P1P2	CCDC27	5035	4493.1	6208.6	5057.2	5477.5	4815.9
non-targeting_00497|non-targeting_01578	CTRLGENE	3100	3949.4	4130.9	3929.8	4778.8	2768.3
WNT10B_-_49365421.23-P1P2|WNT10B_-_49365513.23-P1P2	WNT10B	3523.2	3311.6	3479.5	3461.2	2305.8	4271.1
TEX2_+_62340610.23-P1P2|TEX2_+_62340544.23-P1P2	TEX2	6969	6465.4	7643.6	8937.2	6546.3	6995.2
CACNB2_+_18429385.23-P1|CACNB2_+_18429622.23-P1	CACNB2	124.9	0	102.12	104.95	0	128.76
ACOT13_-_24667371.23-P1P2|ACOT13_-_24667329.23-P1P2	ACOT13	5199.9	4007.6	2521.7	3988	4105.5	3227.6
TMPRSS11F_-_68995553.23-P1P2|TMPRSS11F_-_68995546.23-P1P2	TMPRSS11F	5286.6	4934.7	3757.9	5326.4	4956.4	4054
HEATR5A_+_31889676.23-P1P2|HEATR5A_+_31889742.23-P1P2	HEATR5A	4383.4	4613.4	6192.5	4835.9	3444.9	4634.3
C11orf53_-_111154939.23-P1P2|C11orf53_+_111154919.23-P1P2	C11orf53	914.34	1111.3	2144.4	1121.2	905.04	1129
NCAPD3_-_134093829.23-P1P2|NCAPD3_-_134093802.23-P1P2	NCAPD3	1245.2	1260.4	784.68	380.31	1234.8	1731.5
ZNF789_+_99070532.23-P1P2|ZNF789_+_99070552.23-P1P2	ZNF789	2073.8	3249.4	2158.4	1664.6	2144.4	2803.9
GAD1_-_171673442.23-P1P2|GAD1_+_171673381.23-P1P2	GAD1	4863.5	5760.6	5348.7	5800.2	4112.5	5326.2
PXDN_-_1748197.23-P1P2|PXDN_-_1748244.23-P1P2	PXDN	5764.8	7232.3	5920.6	5896.8	6593.5	726.43
C10orf54_+_73533269.23-P1P2|C10orf54_+_73533265.23-P1P2	C10orf54	3822.4	3428.8	3837.4	3999.4	3803.5	3338.1
FNDC3A_-_49550073.23-ENST00000492622.2|FNDC3A_+_49549933.23-ENST00000492622.2	FNDC3A	2447.6	2502.4	4732.8	2487.6	2983.8	2311.9
DCP1B_+_2113608.23-P1P2|DCP1B_-_2113619.23-P1P2	DCP1B	4200.8	4146.3	4604.9	4181.3	4551.7	4118.3
PGAP3_+_37844254.23-P1P2|PGAP3_-_37844057.23-P1P2	PGAP3	5298.7	6117	4784.4	5065.5	5276.9	5577.9
SIRT5_-_13574840.23-P1P2|SIRT5_+_13574861.23-P1P2	SIRT5	3004.9	4479.5	4441.5	3692.9	4842.3	4461.4
CCDC28B_+_32667384.23-P2|CCDC28B_+_32667390.23-P2	CCDC28B	2110.2	2029.7	1728.4	2042.8	1490.7	2400.3
MFSD8_-_128886840.23-P1P2|MFSD8_-_128886886.23-P1P2	MFSD8	6888.8	6270	3322.5	6100.5	6293.8	7051
SHH_+_155601428.23-P2|SHH_-_155601760.23-P2	SHH	2438.3	2378.9	1712.3	2978	2364.6	2131.2
MYH3_-_10560590.23-P1|MYH3_+_10560593.23-P1	MYH3	3885.7	3429.6	1766.1	3412.4	2315.1	4489.2
TMEM25_-_118401929.23-P1P2|TMEM25_-_118401505.23-P1P2	TMEM25	6083.5	5004.1	7043.8	6513	4128.6	6060.3
EMP2_-_10674441.23-P1P2|EMP2_+_10674394.23-P1P2	EMP2	5076	3504.5	5743.2	4298.7	5097.1	5602
CHRNA2_-_27336701.23-P1P2|CHRNA2_-_27336543.23-P1P2	CHRNA2	4028.3	4836.7	5426.1	4816.2	5320.7	3312.2
non-targeting_03246|non-targeting_02490	CTRLGENE	2103.6	1803.3	2114.3	2407.6	1877	2116.8
IFITM2_+_308180.23-P1P2|IFITM2_+_308197.23-P1P2	IFITM2	4868.1	3428.8	2670.1	3877.9	2560.6	3445.7
CRIP1_-_105953716.23-P1P2|CRIP1_+_105953591.23-P1P2	CRIP1	7351.1	6537.1	5894.8	6560.8	6301.9	7641.9
SATB1_-_18486329.23-P2|SATB1_-_18486324.23-P2	SATB1	3126.1	3538	4085.7	1895.3	3521	3942.5
HERC6_-_89300230.23-P1P2|HERC6_-_89300215.23-P1P2	HERC6	4954.8	3958.1	3957.8	3639.9	5951.4	3976.1
ZNF771_+_30418970.23-P1P2|ZNF771_+_30418975.23-P1P2	ZNF771	2549.2	709.52	2409.9	2396.1	1612.9	3257.4
TPSD1_-_1306543.23-P1P2|TPSD1_-_1306556.23-P1P2	TPSD1	4536.3	2677	4742.5	4064.9	6509.4	4517.1
EXOSC4_-_145133639.23-P1P2|EXOSC4_-_145133618.23-P1P2	EXOSC4	479.08	303.74	485.86	131.96	475	801.38
OR1M1_+_9204300.23-ENST00000429566.3|OR1M1_+_9204231.23-ENST00000429566.3	OR1M1	3350.7	3330.7	2139.1	2288.1	3346.9	3999.2
SLC39A10_-_196522142.23-P1P2|SLC39A10_-_196521978.23-P1P2	SLC39A10	4127.1	2702.5	4150.2	3546.4	5587	4145.3
PDGFB_-_39640914.23-P1|PDGFB_+_39640907.23-P1	PDGFB	6526.2	5028	6582.7	6428.8	8175.3	6503.3
CEP128_+_81408038.23-P1P2|CEP128_-_81408010.23-P1P2	CEP128	4381.6	6321.1	4613.5	5086.3	4594.4	4501.7
CHIC1_-_72783147.23-P1P2|CHIC1_-_72783144.23-P1P2	CHIC1	2896.8	3472.6	3634.3	3768.8	3456.5	2749.1
RNF26_-_119205267.23-P1P2|RNF26_-_119205249.23-P1P2	RNF26	2260.2	2499.2	3015.1	2977	2485.7	2250.4
RPRD1A_+_33647464.23-P1P2|RPRD1A_+_33647429.23-P1P2	RPRD1A	57.787	420.13	457.91	465.51	425.43	325.74
PLCZ1_-_18890951.23-P1P2|PLCZ1_-_18890891.23-P1P2	PLCZ1	3763.6	3400.9	2474.4	3806.2	3385	2842.3
non-targeting_02778|non-targeting_00801	CTRLGENE	5196.2	4532.1	4866.1	5100.9	4846.9	4261.5
C6orf120_-_170102392.23-P1P2|C6orf120_+_170102456.23-P1P2	C6orf120	87.613	72.546	136.51	86.244	89.928	98.971
PABPC5_+_90689844.23-P1P2|PABPC5_+_90689831.23-P1P2	PABPC5	6690.3	4855	5655.1	4584.4	5675.8	6712.7
AZU1_+_825137.23-P2|AZU1_+_825119.23-P2	AZU1	2466.2	2430.7	1122.2	2443.9	2865	2214.8
DHRS7_+_60632066.23-P1P2|DHRS7_+_60632088.23-P1P2	DHRS7	3401.1	3062.1	2494.9	3469.5	3047.2	2998.9
ASTE1_+_130745613.23-P1P2|ASTE1_-_130745586.23-P1P2	ASTE1	5336	5282.3	3423.6	4752.8	5642.4	5302.2
CNTF_+_58390187.23-P1P2|CNTF_+_58390260.23-P1P2	CNTF	2682.4	2350.2	3672.9	2766	2394.6	2696.2
AXIN2_-_63556400.23-P1|AXIN2_+_63556403.23-P1	AXIN2	4644.4	3516.5	4569.4	4551.2	5323	3694.6
MLXIPL_+_73038830.23-P1P2|MLXIPL_+_73038797.23-P1P2	MLXIPL	7121.8	9297	7414.7	8548.6	7220.7	7438.2
non-targeting_02969|non-targeting_00236	CTRLGENE	2168	2158.8	2263.7	3360.4	1072.2	2180.2
C4orf17_-_100432208.23-P1P2|C4orf17_+_100432200.23-P1P2	C4orf17	59.651	1.5944	144.04	303.41	1.1529	61.497
non-targeting_02272|non-targeting_01968	CTRLGENE	4952.9	5210.6	5012.3	5031.3	5741.5	3432.3
non-targeting_03240|non-targeting_03788	CTRLGENE	3038.5	3537.2	4173.9	3521.5	2308.1	3916.6
TTC9B_-_40724174.23-P1P2|TTC9B_-_40724207.23-P1P2	TTC9B	12367	9670.1	10777	9500.4	10749	11786
TET1_-_70320646.23-P1P2|TET1_-_70320603.23-P1P2	TET1	3968.7	4088.1	4183.5	4071.1	2966.5	4223.1
SCLT1_-_130014602.23-P1P2|SCLT1_-_130014633.23-P1P2	SCLT1	6042.5	5344.5	7819.9	6095.3	6063.2	3749.4
NPNT_+_106816659.23-P1P2|NPNT_-_106816672.23-P1P2	NPNT	4836.4	5519.1	4119	4471.2	4818	5993
KL_+_33590620.23-P1P2|KL_+_33590760.23-P1P2	KL	6371.5	5582.1	6336.6	7254.9	6315.7	5403
SLC9A8_+_48429621.23-P1P2|SLC9A8_-_48429440.23-P1P2	SLC9A8	2731.8	2765.5	2432.5	2656.9	4015.6	2745.2
HLA-DQB1_+_32632625.23-P2|HLA-DQB1_+_32632674.23-P2	HLA-DQB1	7709.9	6868.8	6742.9	5733.7	7814.5	6890.5
DAZAP2_-_51632632.23-P1P2|DAZAP2_-_51632615.23-P1P2	DAZAP2	2991	2256.9	4715.6	2977	3823.1	2083.2
PCDHB15_-_140625019.23-P1P2|PCDHB15_-_140625181.23-P1P2	PCDHB15	3631.3	4481.1	2207.9	3338.6	3646.7	5280.1
BTBD18_-_57518953.23-ENST00000422652.1|BTBD18_+_57519147.23-ENST00000422652.1	BTBD18	2279.8	2189.1	1906.9	1759.2	2200.9	2784.6
SLX4IP_+_10415999.23-P1P2|SLX4IP_+_10416023.23-P1P2	SLX4IP	4539.1	4482.7	5230.5	3919.4	5596.3	4521.9
OR8B8_-_124311011.23-ENST00000328064.2|OR8B8_-_124311004.23-ENST00000328064.2	OR8B8	4866.3	5333.3	6545.1	4806.8	7280.7	5314.6
KCNA2_+_111148921.23-P2|KCNA2_+_111148948.23-P2	KCNA2	3078.6	2807	2968.9	3194.1	2464.9	2982.6
FKTN_-_108320460.23-P1P2|FKTN_-_108320456.23-P1P2	FKTN	4461.7	4262.7	5501.4	3205.6	7360.2	4478.7
TMPRSS11A_-_68829207.23-P1P2|TMPRSS11A_+_68829146.23-P1P2	TMPRSS11A	2405.6	3038.2	2042.3	2754.6	2393.5	2257.1
CCDC116_-_21987107.23-P1P2|CCDC116_-_21987088.23-P1P2	CCDC116	2977.9	2199.5	5154.2	2991.5	2500.7	4455.6
METTL2B_-_128095907.23-P1|METTL2B_-_128095910.23-P1	METTL2B	2430.8	3138.6	4539.3	3152.6	3148.6	3303.5
PPP1R3E_+_23772028.23-P2|PPP1R3E_+_23771980.23-P2	PPP1R3E	6694.9	7076.8	7266.4	7055.4	5902.9	9126.5
CCL13_+_32683526.23-P1P2|CCL13_+_32683617.23-P1P2	CCL13	2376.7	2028.9	1715.5	1990.9	3706.6	2017.9
SECISBP2L_-_49338586.23-P1P2|SECISBP2L_+_49338601.23-P1P2	SECISBP2L	5494.5	4677.2	5109	5126.8	3883	5215.7
TMEM168_+_112430423.23-P1P2|TMEM168_-_112430386.23-P1P2	TMEM168	4723.6	5078.2	5363.8	3850.8	5095.9	6677.2
STX6_+_180991967.23-P1P2|STX6_-_180992009.23-P1P2	STX6	4263.2	3502.1	4592	3811.4	5474.1	4247.1
ADSL_-_40742737.23-P1P2|ADSL_-_40742729.23-P1P2	ADSL	3220.2	2649.9	3305.3	2341.1	3355	3206.5
NUDT16L1_+_4744124.23-P1P2|NUDT16L1_-_4743739.23-P1P2	NUDT16L1	3303.2	3699.8	3053.8	4530.4	3289.3	3171.9
ABCD3_+_94884002.23-P1P2|ABCD3_+_94884032.23-P1P2	ABCD3	3734.7	3278.1	2763.6	1942.1	3798.9	3292
PCDHA10_-_140235496.23-P1P2|PCDHA10_+_140235594.23-P1P2	PCDHA10	5350	3284.5	4397.4	3412.4	4413.4	4534.4
ITGB7_+_53600972.23-P1P2|ITGB7_+_53601026.23-P1P2	ITGB7	3913.7	2532.7	2435.7	2721.4	2296.6	2544.4
OR51M1_+_5410819.23-ENST00000328611.3|OR51M1_+_5410636.23-ENST00000328611.3	OR51M1	4367.6	3777.2	5537.9	5567.4	4352.3	4299
DNMT3A_+_25474834.23-ENST00000402667.1|DNMT3A_-_25475282.23-ENST00000402667.1	DNMT3A	3749.7	5830	2695.9	3735.5	3368.8	3828.2
STX1B_-_31021964.23-P1P2|STX1B_-_31021956.23-P1P2	STX1B	972.13	1529	2389.5	1537.8	754.01	2163.9
ADH1C_-_100273879.23-P1P2|ADH1C_-_100273923.23-P1P2	ADH1C	4961.3	4303.3	4365.2	3739.7	4648.6	4349.9
non-targeting_00024|non-targeting_03061	CTRLGENE	793.18	687.99	435.34	735.67	607.59	693.76
PNO1_-_68385065.23-P1P2|PNO1_+_68385251.23-P1P2	PNO1	158.45	0	0	1.0391	0	0.96088
MRPS36_+_68513602.23-P1P2|MRPS36_+_68513978.23-P1P2	MRPS36	1.8641	0	0	0	238.65	0.96088
ZNF146_+_36706067.23-P1P2|ZNF146_-_36706095.23-P1P2	ZNF146	0.93205	0	0	1.0391	0	0.96088
CENPW_+_126661305.23-P1P2|CENPW_-_126661477.23-P1P2	CENPW	0	0.79721	3.2247	188.07	0	0.96088
RBMX_-_135962895.23-P1P2|RBMX_-_135962885.23-P1P2	RBMX	0	0.79721	0	137.16	0	0.96088
ANAPC10_+_146019314.23-P1P2|ANAPC10_+_146019317.23-P1P2	ANAPC10	0	0	0	133	0	0.96088
